Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
31,"Banner, Mitchell",20y 34d,6 (2-0-4 33.33%),3 (0.50),←,
10,"Boak, Travis",21y 342d,63 (29-0-34 46.03%),27 (0.43),←,
5,"Broadbent, Matthew",19y 342d,7 (1-0-6 14.29%),3 (0.43),←,
20,"Brogan, Dean",31y 207d,155 (91-1-63 59.03%),47 (0.30),←,
27,"Carlile, Alipate",23y 70d,68 (28-0-40 41.18%),4 (0.06),←,
2,"Carr, Josh",30y 71d,205 (124-1-80 60.73%),109 (0.53),122 (84-1-37 69.26%),65 (0.53)
1,"Cassisi, Domenic",27y 290d,164 (88-1-75 53.96%),65 (0.40),←,
30,"Chaplin, Troy",24y 136d,94 (42-1-51 45.21%),9 (0.10),←,
18,"Cornes, Kane",27y 185d,199 (110-1-88 55.53%),78 (0.39),←,
33,"Ebert, Brett",26y 233d,132 (62-1-69 47.35%),199 (1.51),←,
45,"Hitchcock, Cameron",20y 6d,11 (2-0-9 18.18%),15 (1.36),←,
44,"Logan, Tom",25y 7d,67 (25-0-42 37.31%),17 (0.25),64 (25-0-39 39.06%),17 (0.27)
4,"Motlop, Daniel",28y 115d,116 (48-1-67 41.81%),192 (1.66),69 (28-0-41 40.58%),139 (2.01)
6,"Pearce, Danyle",24y 93d,108 (47-0-61 43.52%),64 (0.59),←,
15,"Rodan, David",26y 274d,143 (54-0-89 37.76%),112 (0.78),78 (35-0-43 44.87%),69 (0.88)
3,"Salopek, Steven",25y 18d,108 (53-0-55 49.07%),50 (0.46),←,
19,"Salter, Nick",22y 344d,10 (2-0-8 20.00%),12 (1.20),←,
43,"Stewart, Daniel",21y 252d,6 (0-0-6 0.00%),4 (0.67),←,
14,"Stewart, Paul",22y 364d,32 (10-0-22 31.25%),1 (0.03),←,
21,"Thomas, Matt",23y 132d,44 (14-0-30 31.82%),12 (0.27),←,
12,"Trengove, Jackson",19y 249d,13 (3-0-10 23.08%),3 (0.23),←,
39,"Westhoff, Justin",23y 281d,62 (28-0-34 45.16%),84 (1.35),←,
Totals,Totals,24y 151d,1813 (863-7-943 47.60%),1110 (0.61),,
C,"Williams, Mark",51y 322d,273 (150-2-121 55.31%),,←,
