Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",11,4,10,21,1,,,6.0,1.0,3.0,5.0,3.0,2.0,,,13.0,9.0,1.0,1.0,2.0,,1.0,79.0
40,"Bosenavulagi, Atu",2,1,1,3,,,,3.0,,1.0,,,2.0,,,2.0,1.0,,,,,1.0,57.0
17,"Brown, Callum",3,2,9,12,,,,4.0,,2.0,1.0,2.0,1.0,1.0,,8.0,6.0,,1.0,1.0,,1.0,74.0
25,"Crisp, Jack",12,5,8,20,,,,2.0,1.0,2.0,2.0,1.0,,,,5.0,15.0,,,2.0,,,89.0
26,"Daicos, Josh",9,1,5,14,1,,,2.0,1.0,1.0,1.0,1.0,1.0,,,5.0,9.0,,,,,,75.0
2,"de Goey, Jordan",11,5,6,17,5,1.0,,1.0,,3.0,1.0,,1.0,,3.0,12.0,6.0,2.0,4.0,1.0,1.0,,91.0
5,"Elliott, Jamie",10,3,2,12,,1.0,,5.0,,4.0,2.0,3.0,,1.0,,2.0,7.0,,1.0,1.0,,,77.0
4,"Grundy, Brodie",10,5,7,17,,,46.0,3.0,3.0,6.0,3.0,2.0,5.0,1.0,2.0,10.0,6.0,1.0,,2.0,1.0,,92.0
32,"Hoskin-Elliott, Will",6,4,5,11,1,2.0,,,,,,1.0,,,,5.0,5.0,1.0,1.0,,,,88.0
37,"Maynard, Brayden",9,2,4,13,,,,4.0,3.0,,1.0,2.0,2.0,1.0,,7.0,6.0,,,4.0,,,94.0
16,"Mayne, Chris",8,3,8,16,,1.0,,9.0,2.0,,2.0,4.0,2.0,2.0,,8.0,10.0,,,3.0,,,83.0
41,"Mihocek, Brody",3,4,4,7,,,,1.0,,2.0,1.0,2.0,,1.0,,4.0,3.0,2.0,1.0,2.0,,1.0,95.0
30,"Moore, Darcy",5,2,8,13,,,,1.0,2.0,,1.0,1.0,,,,4.0,6.0,,,8.0,1.0,,89.0
9,"Noble, John",8,3,7,15,,,,2.0,1.0,,1.0,1.0,,,,4.0,11.0,,,1.0,,,80.0
10,"Pendlebury, Scott",16,1,9,25,,,,,,3.0,4.0,3.0,2.0,,,10.0,14.0,,,8.0,,1.0,90.0
21,"Phillips, Tom",14,1,7,21,,,,4.0,4.0,6.0,,1.0,1.0,,,5.0,15.0,,,1.0,,,80.0
3,"Quaynor, Isaac",6,3,5,11,,,,5.0,1.0,1.0,,,1.0,,,6.0,5.0,1.0,,1.0,,,82.0
23,"Roughead, Jordan",5,2,3,8,,,,2.0,2.0,,,3.0,,,,2.0,6.0,,,5.0,,,100.0
1,"Stephenson, Jaidyn",5,3,5,10,,,,3.0,,2.0,,2.0,,1.0,,3.0,7.0,,1.0,,,,81.0
7,"Treloar, Adam",18,2,16,34,,1.0,,5.0,2.0,6.0,11.0,2.0,2.0,,1.0,18.0,13.0,,,,,,80.0
18,"Varcoe, Travis",5,,6,11,,,,1.0,1.0,3.0,2.0,2.0,,1.0,,3.0,7.0,,,3.0,,,68.0
33,"Wills, Rupert",6,2,6,12,,,,4.0,1.0,1.0,3.0,1.0,,1.0,,5.0,7.0,,,,,,56.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,58,141,323,8,9.0,46.0,67.0,25.0,46.0,41.0,37.0,22.0,10.0,6.0,141.0,174.0,8.0,10.0,45.0,3.0,5.0,
Opposition,Opposition,179,60,102,281,5,5.0,32.0,50.0,37.0,31.0,39.0,47.0,10.0,22.0,,123.0,149.0,5.0,4.0,52.0,,4.0,
