Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 91d,191 (122-0-69 63.87%),110 (0.58),←,
12,"Blakey, John",34y 334d,336 (181-0-155 53.87%),107 (0.32),201 (129-0-72 64.18%),69 (0.34)
22,"Burton, Matthew",31y 35d,104 (40-0-64 38.46%),45 (0.43),34 (18-0-16 52.94%),13 (0.38)
18,"Carey, Wayne",30y 27d,236 (148-0-88 62.71%),649 (2.75),←,
23,"Clayton, Shane",22y 242d,78 (41-0-37 52.56%),28 (0.36),60 (39-0-21 65.00%),27 (0.45)
45,"Cochrane, Stuart",22y 338d,24 (11-0-13 45.83%),4 (0.17),←,
2,"Colbert, Leigh",26y 16d,130 (75-1-54 58.08%),62 (0.48),25 (13-0-12 52.00%),12 (0.48)
6,"Grant, Shannon",24y 65d,143 (89-1-53 62.59%),163 (1.14),85 (57-0-28 67.06%),125 (1.47)
29,"Harvey, Brent",23y 40d,99 (66-0-33 66.67%),108 (1.09),←,
21,"Jones, Corey",20y 117d,8 (4-0-4 50.00%),4 (0.50),←,
34,"King, David",29y 108d,168 (110-0-58 65.48%),82 (0.49),←,
5,"McCartney, Jason",27y 101d,157 (88-0-69 56.05%),53 (0.34),82 (54-0-28 65.85%),5 (0.06)
31,"McKernan, Corey",27y 186d,172 (115-0-57 66.86%),216 (1.26),←,
8,"McLaren, Joe",23y 194d,64 (25-1-38 39.84%),37 (0.58),7 (4-0-3 57.14%),4 (0.57)
32,"Morrell, Digby",21y 256d,3 (1-0-2 33.33%),4 (1.33),←,
44,"Motlop, Shannon",22y 309d,32 (21-0-11 65.63%),21 (0.66),←,
28,"Pickett, Byron",23y 316d,88 (58-0-30 65.91%),19 (0.22),←,
3,"Rawlings, Brady",20y 13d,29 (21-0-8 72.41%),9 (0.31),←,
26,"Rocca, Saverio",27y 215d,167 (74-2-91 44.91%),537 (3.22),11 (4-0-7 36.36%),23 (2.09)
7,"Simpson, Adam",25y 127d,127 (87-0-40 68.50%),42 (0.33),←,
10,"Stevens, Anthony",29y 356d,230 (141-0-89 61.30%),102 (0.44),←,
36,"Watt, Shannon",20y 209d,15 (8-0-7 53.33%),2 (0.13),←,
Totals,Totals,25y 218d,2601 (1526-5-1070 58.67%),2404 (0.92),,
C,"Pagan, Denis",53y 272d,207 (134-0-73 64.73%),,←,
