North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Atley, Shaun",3,1,12,15,,,,2.0,1.0,2.0,,2.0,,1.0,,4.0,11.0,,,1.0,,,86.0
3,"Bastinac, Ryan",8,2,11,19,1,,,4.0,,1.0,3.0,2.0,1.0,,,6.0,15.0,,,1.0,,1.0,75.0
50,"Brown, Ben",4,3,5,9,,2.0,,,,1.0,,,,,,5.0,3.0,1.0,1.0,4.0,,,84.0
10,"Cunnington, Ben",10,,15,25,,,1.0,8.0,,1.0,8.0,,,,1.0,14.0,11.0,,,1.0,,1.0,80.0
14,"Dumont, Trent",10,,8,18,,,,10.0,1.0,4.0,7.0,3.0,1.0,,,15.0,3.0,,,1.0,,,68.0
11,"Firrito, Michael",6,1,7,13,,,,5.0,3.0,1.0,1.0,1.0,,1.0,,4.0,7.0,,,5.0,,,96.0
43,"Gibson, Sam",11,4,16,27,1,2.0,,2.0,1.0,5.0,1.0,5.0,,1.0,,10.0,17.0,,1.0,1.0,,,85.0
22,"Goldstein, Todd",9,8,10,19,1,,51.0,2.0,1.0,6.0,4.0,2.0,3.0,2.0,,10.0,10.0,3.0,1.0,,,1.0,90.0
6,"Hansen, Lachlan",3,4,8,11,,,,4.0,1.0,,,2.0,,,,2.0,9.0,,,7.0,,,87.0
29,"Harvey, Brent",12,1,15,27,,,,2.0,3.0,2.0,2.0,,,,,7.0,18.0,,,1.0,1.0,1.0,93.0
4,"Higgins, Shaun",14,6,6,20,1,2.0,,6.0,3.0,2.0,2.0,3.0,,,,7.0,12.0,,1.0,,,1.0,80.0
34,"Macmillan, Jamie",12,4,3,15,1,,,5.0,4.0,4.0,1.0,3.0,2.0,1.0,,5.0,11.0,,,3.0,,1.0,82.0
21 ↓,"McDonald, Luke",5,2,2,7,,,,4.0,2.0,1.0,,1.0,,1.0,,2.0,5.0,,,,,,58.0
28,"Nahas, Robin",9,3,8,17,3,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,5.0,11.0,,2.0,1.0,,,87.0
20,"Petrie, Drew",9,9,3,12,2,2.0,,4.0,,1.0,,1.0,,1.0,,5.0,8.0,2.0,6.0,5.0,,,96.0
25,"Tarrant, Robbie",9,4,7,16,,,,5.0,3.0,2.0,,3.0,,1.0,,5.0,10.0,,,3.0,,,91.0
12,"Thomas, Lindsay",16,3,2,18,1,,,6.0,,9.0,,6.0,2.0,,,9.0,8.0,1.0,,,,2.0,83.0
16,"Thompson, Scott",8,3,4,12,,,,2.0,1.0,1.0,,3.0,2.0,,,7.0,4.0,2.0,,3.0,,,91.0
40 ↑,"Turner, Kayne",1,,3,4,,,,1.0,,,2.0,,1.0,,,3.0,2.0,,,,,1.0,28.0
30,"Waite, Jarrad",11,9,8,19,3,1.0,,1.0,,4.0,,4.0,,1.0,,6.0,13.0,3.0,4.0,,1.0,1.0,91.0
19,"Wright, Sam",7,4,6,13,,,,4.0,2.0,2.0,,3.0,,2.0,,3.0,9.0,,,4.0,1.0,,90.0
7,"Ziebell, Jack",12,1,5,17,,,1.0,11.0,1.0,3.0,5.0,4.0,4.0,1.0,,12.0,6.0,1.0,,1.0,,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,72,164,353,14,11.0,53.0,89.0,28.0,53.0,37.0,50.0,16.0,14.0,1.0,146.0,203.0,13.0,16.0,42.0,3.0,10.0,
Opposition,Opposition,209,81,138,347,17,10.0,44.0,91.0,34.0,51.0,47.0,46.0,14.0,16.0,5.0,144.0,192.0,6.0,11.0,53.0,3.0,13.0,
