Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",14,6.0,6.0,20,4.0,4.0,,4.0,,,,,,,1.0,,,,,,,,
25,"Athorn, Mark",5,1.0,6.0,11,,,,2.0,,,,,2.0,,,,,,,,,,
21,"Bradley, Craig",17,4.0,13.0,30,2.0,,2.0,4.0,,,,,1.0,2.0,,,,,,,,,
20,"Brown, Fraser",16,3.0,10.0,26,,,1.0,2.0,,,,,1.0,3.0,,,,,,,,,
39,"Christou, Ang",6,1.0,2.0,8,,,,2.0,,,,,2.0,1.0,,,,,,,,,
34,"De Iulio, Ron",13,3.0,4.0,17,2.0,5.0,,3.0,,,,,3.0,2.0,,,,,,,,,
35,"Dean, Peter",9,2.0,5.0,14,,,3.0,2.0,,,,,2.0,,,,,,,,,,
6,"Dorotich, Jon",13,11.0,5.0,18,3.0,,1.0,2.0,,,,,,2.0,3.0,,,,,,,,
12,"Gleeson, Adrian",28,3.0,8.0,36,1.0,,,1.0,,,,,4.0,1.0,2.0,,,,,,,,
13,"Hanna, Mil",17,1.0,3.0,20,,1.0,,4.0,,,,,4.0,,,,,,,,,,
33,"Hogg, Matthew",11,3.0,3.0,14,1.0,,,5.0,,,,,1.0,,,,,,,,,,
4,"Kernahan, Stephen",16,6.0,3.0,19,4.0,2.0,1.0,2.0,,,,,5.0,3.0,,,,,,,,,
43,"Koutoufides, Anthony",7,2.0,5.0,12,,,,,,,,,,1.0,,,,,,,,,
44,"Madden, Justin",11,7.0,7.0,18,,,12.0,2.0,,,,,5.0,4.0,,,,,,,,,
27,"OSullivan, Luke",8,1.0,5.0,13,1.0,1.0,,4.0,,,,,,1.0,,,,,,,,,
7,"Ratten, Brett",9,4.0,6.0,15,,,,,,,,,,,,,,,,,,,
1,"Silvagni, Stephen",3,2.0,4.0,7,,,,1.0,,,,,,1.0,,,,,,,,,
11,"Spalding, Earl",4,5.0,11.0,15,,1.0,,1.0,,,,,1.0,,,,,,,,,,
38,"Welsh, Rohan",1,,,1,,,,,,,,,,2.0,,,,,,,,,
2,"Williams, Greg",2,,2.0,4,,,,1.0,,,,,,,,,,,,,,,
Totals,Totals,210,65.0,108.0,318,18.0,14.0,20.0,42.0,,,,,31.0,23.0,6.0,,,,,,,,
Opposition,Opposition,206,83.0,133.0,339,12.0,15.0,12.0,29.0,,,,,23.0,31.0,,,,,,,,,
