Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",26y 158d,52 (31-0-21 59.62%),171 (3.29),48 (30-0-18 62.50%),164 (3.42)
24,"Beveridge, Luke",20y 297d,26 (15-0-11 57.69%),24 (0.92),←,
4,"Campbell, Tony",23y 307d,75 (39-0-36 52.00%),61 (0.81),←,
32,"Clark, Steven",30y 32d,68 (41-1-26 61.03%),84 (1.24),15 (9-0-6 60.00%),11 (0.73)
23,"Dyson, Kevin",24y 43d,10 (5-0-5 50.00%),4 (0.40),←,
14,"Grinter, Rod",26y 21d,100 (55-0-45 55.00%),33 (0.33),←,
45,"Jackson, Ricky",23y 362d,79 (49-0-30 62.03%),130 (1.65),←,
17,"Lovett, Brett",25y 27d,110 (68-0-42 61.82%),11 (0.10),←,
6,"Lovett, Glenn",21y 328d,27 (14-0-13 51.85%),11 (0.41),←,
29,"Obst, Andrew",26y 301d,25 (15-0-10 60.00%),10 (0.40),←,
1,"ODwyer, Steven",25y 148d,82 (49-0-33 59.76%),45 (0.55),←,
41,"Rohde, Peter",26y 209d,88 (59-0-29 67.05%),10 (0.11),42 (25-0-17 59.52%),4 (0.10)
44,"Schwarz, David",18y 327d,5 (1-0-4 20.00%),6 (1.20),←,
5,"Spalding, Earl",26y 97d,97 (62-0-35 63.92%),55 (0.57),←,
18,"Stretch, Steven",27y 162d,121 (71-0-50 58.68%),39 (0.32),←,
11,"Stynes, Jim",25y 54d,99 (63-0-36 63.64%),74 (0.75),←,
15,"Tingay, Stephen",20y 307d,39 (25-0-14 64.10%),21 (0.54),←,
26,"Viney, Jay",22y 178d,13 (7-0-6 53.85%),4 (0.31),←,
12,"Viney, Todd",25y 78d,64 (36-0-28 56.25%),34 (0.53),←,
8,"Yeats, Graeme",26y 268d,119 (69-0-50 57.98%),36 (0.30),←,
Totals,Totals,24y 258d,1299 (774-1-524 59.58%),863 (0.66),,
C,"Northey, John",47y 352d,155 (81-0-74 52.26%),,133 (75-0-58 56.39%),
