Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",27y 243d,93 (50-0-43 53.76%),5 (0.05),29 (21-0-8 72.41%),
15,"Amon, Karl",26y 260d,110 (66-0-44 60.00%),49 (0.45),←,
10,"Boak, Travis",33y 278d,314 (162-1-151 51.75%),190 (0.61),←,
26,"Bonner, Riley",25y 60d,73 (46-0-27 63.01%),10 (0.14),←,
3,"Burton, Ryan",25y 95d,103 (61-1-41 59.71%),11 (0.11),56 (36-0-20 64.29%),6 (0.11)
18,"Butters, Zak",21y 240d,56 (34-0-22 60.71%),32 (0.57),←,
33,"Byrne-Jones, Darcy",26y 228d,137 (81-0-56 59.12%),6 (0.04),←,
17,"Clurey, Tom",28y 44d,115 (70-0-45 60.87%),,←,
28,"Drew, Willem",23y 217d,42 (26-0-16 61.90%),8 (0.19),←,
43,"Dumont, Trent",26y 310d,118 (43-1-74 36.86%),27 (0.23),5 (3-0-2 60.00%),1 (0.20)
7,"Duursma, Xavier",21y 303d,50 (34-0-16 68.00%),21 (0.42),←,
11,"Finlayson, Jeremy",26y 86d,72 (39-3-30 56.25%),99 (1.38),6 (3-0-3 50.00%),9 (1.50)
19,"Georgiades, Mitch",20y 220d,36 (24-0-12 66.67%),47 (1.31),←,
9,"Gray, Robbie",34y 37d,260 (136-0-124 52.31%),361 (1.39),←,
25,"Hayes, Sam",22y 331d,4 (3-0-1 75.00%),,←,
5,"Houston, Dan",24y 359d,108 (68-0-40 62.96%),23 (0.21),←,
1,"Jonas, Tom",31y 117d,190 (107-1-82 56.58%),1 (0.01),←,
34,"Jones, Lachie",20y 27d,12 (7-0-5 58.33%),1 (0.08),←,
4,"Marshall, Todd",23y 210d,63 (44-0-19 69.84%),71 (1.13),←,
6,"Motlop, Steven",31y 55d,211 (135-2-74 64.45%),226 (1.07),76 (45-0-31 59.21%),51 (0.67)
2,"Powell-Pepper, Sam",24y 118d,100 (62-0-38 62.00%),57 (0.57),←,
20,"Rozee, Connor",22y 104d,67 (42-0-25 62.69%),62 (0.93),←,
16,"Wines, Ollie",27y 211d,189 (111-0-78 58.73%),83 (0.44),←,
Totals,Totals,25y 339d,2523 (1451-9-1063 57.51%),1390 (0.55),,
C,"Hinkley, Ken",55y 218d,210 (124-0-86 59.05%),,←,
