North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Atley, Shaun",9,6,7,16,,,,6.0,3.0,2.0,,3.0,,,,2.0,13.0,1.0,,3.0,1.0,,81.0
3 ↑,"Bastinac, Ryan",2,3,5,7,,,,2.0,1.0,1.0,2.0,,1.0,,,3.0,4.0,,,,1.0,,24.0
50,"Brown, Ben",11,9,5,16,2,1.0,,,,2.0,,,,,,8.0,9.0,4.0,3.0,2.0,,1.0,87.0
10,"Cunnington, Ben",12,2,14,26,,,,4.0,4.0,3.0,6.0,4.0,,1.0,,15.0,11.0,,,,1.0,,77.0
15,"Dal Santo, Nick",11,7,11,22,,1.0,,4.0,1.0,4.0,3.0,5.0,,1.0,,7.0,15.0,1.0,1.0,2.0,,1.0,77.0
11,"Firrito, Michael",5,5,8,13,,,,,4.0,,,3.0,,1.0,,3.0,10.0,1.0,,7.0,,,89.0
43,"Gibson, Sam",10,,6,16,,,,4.0,1.0,3.0,1.0,1.0,,,,4.0,12.0,,,,,,88.0
22,"Goldstein, Todd",9,6,6,15,2,,28.0,5.0,,2.0,3.0,4.0,,2.0,2.0,6.0,10.0,1.0,1.0,5.0,,1.0,93.0
6,"Hansen, Lachlan",10,6,9,19,,,,1.0,2.0,3.0,,,,,,5.0,16.0,1.0,,7.0,,,83.0
29,"Harvey, Brent",15,4,2,17,4,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,4.0,14.0,,2.0,1.0,,,89.0
4,"Higgins, Shaun",10,6,4,14,1,,,4.0,1.0,4.0,2.0,1.0,,,,3.0,13.0,,2.0,,1.0,1.0,87.0
5,"Jacobs, Ben",8,4,8,16,,,,4.0,2.0,1.0,,,1.0,,,5.0,11.0,,,,,,88.0
34,"Macmillan, Jamie",9,6,10,19,,1.0,,2.0,,3.0,,2.0,1.0,1.0,,7.0,12.0,1.0,1.0,1.0,,,82.0
21 ↓,"McDonald, Luke",9,3,5,14,,,,4.0,4.0,,1.0,3.0,2.0,1.0,,3.0,11.0,,,1.0,,,64.0
28,"Nahas, Robin",10,6,8,18,2,,,2.0,,2.0,,2.0,1.0,,,4.0,14.0,,,,1.0,2.0,84.0
20,"Petrie, Drew",8,6,4,12,,1.0,,,,3.0,,,,,,4.0,9.0,,1.0,6.0,,,94.0
9,"Swallow, Andrew",13,2,8,21,,,,12.0,1.0,2.0,9.0,1.0,5.0,1.0,,15.0,6.0,,,1.0,,,84.0
25,"Tarrant, Robbie",12,10,2,14,,,,2.0,3.0,,,,,,,3.0,11.0,1.0,,4.0,,,89.0
12,"Thomas, Lindsay",3,,2,5,,1.0,,2.0,,1.0,,2.0,1.0,1.0,,3.0,2.0,,,1.0,,,76.0
16,"Thompson, Scott",10,4,7,17,,,,4.0,6.0,1.0,,3.0,2.0,1.0,,9.0,8.0,,,1.0,2.0,1.0,91.0
30,"Waite, Jarrad",11,7,6,17,3,,,2.0,,3.0,,,1.0,,,7.0,10.0,2.0,4.0,1.0,,1.0,87.0
19,"Wright, Sam",11,6,8,19,,,,3.0,4.0,2.0,,1.0,,,,8.0,12.0,1.0,,3.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,108,145,353,14,10.0,28.0,68.0,38.0,44.0,28.0,38.0,15.0,11.0,3.0,128.0,233.0,14.0,15.0,46.0,7.0,8.0,
Opposition,Opposition,185,94,131,316,12,11.0,54.0,60.0,27.0,53.0,41.0,31.0,11.0,15.0,3.0,125.0,197.0,16.0,15.0,39.0,9.0,7.0,
