Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",28y 125d,203 (117-0-86 57.64%),181 (0.89),80 (33-0-47 41.25%),61 (0.76)
36,"Browne, Andrew",20y 51d,10 (5-0-5 50.00%),4 (0.40),←,
9,"Carr, Matthew",25y 188d,103 (36-1-66 35.44%),45 (0.44),75 (29-0-46 38.67%),43 (0.57)
10,"Cook, Troy",27y 327d,143 (64-0-79 44.76%),59 (0.41),100 (40-0-60 40.00%),48 (0.48)
33,"Farmer, Jeff",27y 10d,172 (80-0-92 46.51%),336 (1.95),54 (28-0-26 51.85%),77 (1.43)
14,"Grover, Antoni",24y 115d,69 (29-0-40 42.03%),9 (0.13),←,
42,"Haddrill, Robert",23y 158d,45 (24-0-21 53.33%),,←,
4,"Hasleby, Paul",23y 22d,100 (40-0-60 40.00%),69 (0.69),←,
11,"Headland, Des",23y 165d,86 (60-0-26 69.77%),76 (0.88),34 (20-0-14 58.82%),24 (0.71)
20,"Longmuir, Justin",23y 165d,92 (36-0-56 39.13%),121 (1.32),←,
8,"McManus, Shaun",28y 146d,158 (58-0-100 36.71%),71 (0.45),←,
18,"McPharlin, Luke",22y 216d,49 (27-0-22 55.10%),14 (0.29),37 (19-0-18 51.35%),11 (0.30)
34,"Medhurst, Paul",22y 206d,57 (30-0-27 52.63%),117 (2.05),←,
23,"Parker, Shane",31y 137d,176 (63-0-113 35.80%),9 (0.05),←,
29,"Pavlich, Matthew",22y 186d,98 (39-0-59 39.80%),102 (1.04),←,
12,"Polak, Graham",20y 18d,40 (24-0-16 60.00%),3 (0.08),←,
31,"Sandilands, Aaron",21y 211d,31 (20-0-11 64.52%),6 (0.19),←,
3,"Schammer, Byron",19y 13d,30 (19-0-11 63.33%),11 (0.37),←,
2,"Simmonds, Troy",25y 357d,96 (49-0-47 51.04%),58 (0.60),56 (29-0-27 51.79%),51 (0.91)
22,"Thornton, Scott",21y 297d,7 (5-0-2 71.43%),,←,
19,"Walker, James",25y 171d,112 (43-0-69 38.39%),13 (0.12),←,
6,"Woods, Dion",22y 161d,50 (24-0-26 48.00%),5 (0.10),←,
Totals,Totals,24y 40d,1927 (892-1-1034 46.29%),1309 (0.68),,
C,"Connolly, Chris",41y 101d,60 (32-0-28 53.33%),,59 (31-0-28 52.54%),
