St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",26y 294d,106 (68-0-38 64.15%),89 (0.84),23 (10-0-13 43.48%),15 (0.65)
34,"Bailey, Doug",22y 167d,8 (3-0-5 37.50%),2 (0.25),←,
14,"Bardsley, Kristian",21y 251d,11 (5-0-6 45.45%),8 (0.73),6 (3-0-3 50.00%),4 (0.67)
3,"Burke, Nathan",24y 105d,148 (66-1-81 44.93%),44 (0.30),←,
1,"Devonport, Craig",24y 115d,74 (37-0-37 50.00%),73 (0.99),←,
36,"Fode, Gordon",22y 290d,45 (18-0-27 40.00%),31 (0.69),←,
2,"Frawley, Danny",30y 256d,213 (75-1-137 35.45%),13 (0.06),←,
6,"Grant, David",27y 288d,171 (64-0-107 37.43%),74 (0.43),←,
16,"Harvey, Anthony",20y 362d,2 (1-0-1 50.00%),,←,
35,"Harvey, Robert",22y 274d,103 (53-1-49 51.94%),64 (0.62),←,
17,"Keogh, Rod",23y 58d,28 (15-0-13 53.57%),11 (0.39),6 (3-0-3 50.00%),3 (0.50)
28,"OBrien, Craig",24y 80d,41 (23-0-18 56.10%),67 (1.63),20 (9-0-11 45.00%),51 (2.55)
29,"Peckett, Justin",21y 229d,24 (13-0-11 54.17%),,←,
41,"Pekin, Tim",29y 120d,196 (97-1-98 49.74%),46 (0.23),89 (48-1-40 54.49%),31 (0.35)
31,"Shanahan, Jamie",26y 167d,48 (26-0-22 54.17%),,←,
5,"Shaw, Damen",20y 30d,18 (10-0-8 55.56%),5 (0.28),←,
15,"Strooper, David",26y 86d,78 (18-1-59 23.72%),88 (1.13),3 (1-0-2 33.33%),2 (0.67)
30,"Thornborrow, Wayne",21y 146d,3 (2-0-1 66.67%),1 (0.33),←,
9,"Vidovic, Lazar",29y 51d,35 (21-0-14 60.00%),5 (0.14),←,
33,"Wakelin, Shane",19y 283d,6 (3-0-3 50.00%),2 (0.33),←,
7,"Winmar, Nicky",28y 239d,143 (65-0-78 45.45%),202 (1.41),←,
Totals,Totals,24y 185d,1501 (683-5-813 45.50%),825 (0.55),,
C,"Alves, Stan",48y,8 (3-0-5 37.50%),,←,
