Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",15,2,6,21,,,,5.0,3.0,5.0,3.0,4.0,2.0,1.0,,7.0,14.0,,,2.0,1.0,,83.0
5,"Bruhn, Tanner",6,1,3,9,,,,2.0,,5.0,1.0,1.0,1.0,1.0,,3.0,6.0,,,,1.0,1.0,58.0
3,"Coniglio, Stephen",7,2,7,14,,1.0,,8.0,,2.0,1.0,1.0,,,,6.0,7.0,,1.0,1.0,,,82.0
13,"Cumming, Isaac",8,5,8,16,,,,,3.0,,,1.0,,,,2.0,11.0,1.0,,2.0,,,81.0
1,"Davis, Phil",3,4,6,9,,,,2.0,1.0,,,3.0,,3.0,,5.0,5.0,2.0,,7.0,,,82.0
24,"de Boer, Matt",9,5,14,23,,,,2.0,,5.0,3.0,2.0,1.0,,,14.0,9.0,2.0,,1.0,,,85.0
19,"Haynes, Nick",13,9,8,21,1,,,1.0,2.0,1.0,,2.0,1.0,,,5.0,16.0,,1.0,5.0,2.0,,88.0
37,"Hill, Bobby",5,1,1,6,1,,,2.0,,3.0,,1.0,,,,3.0,5.0,,,4.0,1.0,1.0,55.0
27,"Himmelberg, Harry",5,2,3,8,2,1.0,,4.0,,1.0,,1.0,1.0,1.0,,8.0,2.0,1.0,1.0,4.0,,,89.0
2,"Hopper, Jacob",11,4,16,27,,1.0,,7.0,2.0,4.0,6.0,6.0,2.0,2.0,,12.0,16.0,,,1.0,,1.0,81.0
39,"Idun, Connor",6,4,5,11,,,,,4.0,2.0,,2.0,1.0,1.0,,2.0,9.0,,,4.0,,,79.0
22,"Kelly, Josh",14,3,11,25,1,,,7.0,3.0,4.0,6.0,2.0,1.0,1.0,,14.0,14.0,,,2.0,,,90.0
38,"Lloyd, Daniel",3,1,2,5,1,1.0,,1.0,,,,1.0,1.0,1.0,,2.0,5.0,,1.0,3.0,,,86.0
41,"Mumford, Shane",4,2,6,10,1,,35.0,8.0,1.0,1.0,8.0,5.0,1.0,,,10.0,3.0,1.0,1.0,4.0,,1.0,88.0
45 ↑,"Peatling, James",,,3,3,,,,,,,,1.0,,,,2.0,1.0,,,,,,11.0
36,"Perryman, Harry",12,2,3,15,,,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,,3.0,14.0,,,2.0,,,83.0
28 ↓,"Sproule, Zach",3,2,1,4,,1.0,,,,2.0,,5.0,,4.0,,,4.0,,,,,,70.0
42,"Stein, Jake",5,4,3,8,,,,1.0,,,,4.0,,4.0,,1.0,8.0,,,9.0,,,86.0
18,"Stone, Conor",6,1,2,8,2,1.0,,2.0,,1.0,,,,,,1.0,7.0,,,1.0,,1.0,78.0
14,"Taranto, Tim",14,3,6,20,,,,4.0,,5.0,5.0,,1.0,,,7.0,12.0,,,,,1.0,84.0
15,"Taylor, Sam",4,3,2,6,,,,1.0,1.0,1.0,1.0,2.0,,,,4.0,2.0,1.0,,1.0,1.0,,95.0
8,"Ward, Callan",10,,12,22,1,,,5.0,1.0,2.0,5.0,3.0,2.0,1.0,,13.0,11.0,,,1.0,,,82.0
6,"Whitfield, Lachie",22,5,12,34,,,,4.0,11.0,3.0,3.0,6.0,1.0,3.0,,11.0,17.0,,,3.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,65,140,325,10,8.0,35.0,68.0,34.0,49.0,43.0,57.0,17.0,24.0,,135.0,198.0,8.0,5.0,57.0,6.0,6.0,
Opposition,Opposition,223,92,132,355,15,13.0,41.0,59.0,38.0,49.0,41.0,42.0,24.0,17.0,,141.0,221.0,12.0,13.0,61.0,5.0,12.0,
