Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",28y 313d,156 (76-0-80 48.72%),48 (0.31),←,
40,"Cook, Sudjai",21y 351d,3 (3-0-0 100.00%),1 (0.33),←,
17,"Downsborough, Ian",26y 145d,34 (20-1-13 60.29%),12 (0.35),7 (5-0-2 71.43%),5 (0.71)
33,"Eccles, Andrew",19y 12d,11 (6-0-5 54.55%),12 (1.09),←,
36,"Goodwin, Simon",21y 169d,17 (13-0-4 76.47%),6 (0.35),←,
34,"Hart, Ben",23y 339d,145 (71-1-73 49.31%),29 (0.20),←,
11,"James, Brett",25y 180d,68 (33-1-34 49.26%),33 (0.49),26 (16-0-10 61.54%),7 (0.27)
35,"Jameson, Rod",27y 348d,139 (72-1-66 52.16%),108 (0.78),←,
28,"Johnson, Kane",20y 90d,33 (18-0-15 54.55%),7 (0.21),←,
5,"Koster, Kym",25y 132d,83 (48-1-34 58.43%),35 (0.42),45 (28-0-17 62.22%),22 (0.49)
21,"Ormond-Allen, Trent",22y 2d,34 (19-0-15 55.88%),1 (0.03),26 (15-0-11 57.69%),
15,"Pittman, David",29y 110d,107 (51-1-55 48.13%),26 (0.24),←,
52,"Rehn, Shaun",26y 300d,104 (57-1-46 55.29%),38 (0.37),←,
32,"Ricciuto, Mark",23y 5d,114 (52-1-61 46.05%),68 (0.60),←,
42,"Rintoul, Chad",23y 317d,21 (11-0-10 52.38%),16 (0.76),←,
10,"Robran, Matthew",27y 86d,72 (40-0-32 55.56%),68 (0.94),65 (36-0-29 55.38%),63 (0.97)
24,"Sampson, Clay",22y 109d,33 (19-0-14 57.58%),16 (0.48),20 (13-0-7 65.00%),15 (0.75)
7,"Smart, Nigel",29y 23d,152 (73-1-78 48.36%),76 (0.50),←,
19,"Stevens, Mark",22y 231d,28 (19-0-9 67.86%),27 (0.96),7 (3-0-4 42.86%),7 (1.00)
29,"Thiessen, James",24y 123d,18 (5-0-13 27.78%),5 (0.28),11 (5-0-6 45.45%),2 (0.18)
12,"Tregenza, Simon",27y 96d,102 (52-1-49 51.47%),16 (0.16),←,
30,"Vardy, Peter",22y 138d,38 (20-0-18 52.63%),44 (1.16),←,
Totals,Totals,24y 214d,1512 (778-10-724 51.46%),692 (0.46),,
C,"Blight, Malcolm",48y 117d,199 (118-0-81 59.30%),,38 (23-0-15 60.53%),
