Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",5,1,7,12,,,,4.0,3.0,,2.0,,,,,7.0,4.0,,,1.0,,,
12,"Blakey, John",5,2,14,19,,,,,3.0,2.0,4.0,,1.0,,,6.0,13.0,,,2.0,3.0,,
22,"Burton, Matthew",5,,2,7,,2.0,23.0,,,2.0,3.0,1.0,2.0,1.0,,8.0,,,,4.0,,,
18,"Carey, Wayne",6,3,1,7,,3.0,,,,2.0,1.0,,,1.0,,4.0,3.0,2.0,2.0,1.0,,,
23,"Clayton, Shane",6,1,2,8,,1.0,,1.0,,1.0,1.0,,1.0,,,2.0,6.0,,,,1.0,,
45,"Cochrane, Stuart",8,1,7,15,,,,3.0,2.0,5.0,1.0,,4.0,,,7.0,6.0,,,,1.0,,
6,"Grant, Shannon",14,2,10,24,,1.0,,2.0,4.0,3.0,3.0,5.0,,1.0,,12.0,10.0,,1.0,,2.0,,
39,"Harding, Leigh",3,,,3,,1.0,,,,1.0,,,,2.0,,,3.0,,,,3.0,,
29,"Harvey, Brent",13,1,11,24,,,,1.0,5.0,1.0,,3.0,,4.0,,3.0,14.0,,,2.0,3.0,,
35,"Makepeace, Troy",7,3,5,12,,,,3.0,4.0,1.0,,,1.0,,,3.0,9.0,,,2.0,,,
4,"Martyn, Mick",10,2,5,15,,,1.0,2.0,3.0,2.0,,3.0,2.0,,,8.0,8.0,,,2.0,,,
5,"McCartney, Jason",13,8,5,18,1,,1.0,1.0,3.0,4.0,1.0,2.0,,,,6.0,13.0,3.0,,,,,
31,"McKernan, Corey",4,1,5,9,,1.0,3.0,1.0,,4.0,2.0,1.0,1.0,1.0,,5.0,3.0,,,1.0,,,
8,"McLaren, Joe",9,4,5,14,,,,,,4.0,1.0,3.0,,1.0,,5.0,10.0,,,,1.0,,
44,"Motlop, Shannon",5,3,7,12,,1.0,,2.0,2.0,1.0,1.0,2.0,,2.0,,5.0,8.0,1.0,1.0,2.0,2.0,,
28,"Pickett, Byron",6,,3,9,1,1.0,,1.0,3.0,,2.0,1.0,,1.0,,6.0,4.0,,,3.0,1.0,,
3,"Rawlings, Brady",5,2,2,7,,,,2.0,1.0,2.0,,1.0,1.0,,,2.0,5.0,,,,,,
26,"Rocca, Saverio",7,5,4,11,,2.0,3.0,2.0,,5.0,,1.0,,2.0,,5.0,6.0,2.0,,2.0,1.0,,
7,"Simpson, Adam",17,6,10,27,,,1.0,1.0,3.0,8.0,10.0,2.0,1.0,1.0,,11.0,16.0,2.0,1.0,1.0,1.0,,
9,"Sinclair, Jess",4,2,4,8,,,,3.0,2.0,,,1.0,1.0,,,4.0,6.0,,,1.0,2.0,,
25,"Spaull, John",2,1,,2,1,,,3.0,,,,,,,,2.0,,1.0,1.0,1.0,,,
40,"Teague, David",3,1,3,6,,,,1.0,2.0,,1.0,1.0,1.0,,,6.0,2.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,157,49,112,269,3,18.0,32.0,33.0,40.0,48.0,33.0,27.0,16.0,17.0,,117.0,149.0,11.0,6.0,26.0,21.0,,
Opposition,Opposition,234,109,93,327,22,11.0,15.0,42.0,43.0,63.0,39.0,22.0,17.0,16.0,6.0,129.0,188.0,12.0,21.0,33.0,9.0,,
