Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Dangerfield, Patrick",14,4,8,22,1,1.0,,3.0,1.0,7.0,5.0,1.0,,,,12.0,9.0,1.0,1.0,2.0,,,91.0
11,"Doughty, Michael",6,4,3,9,,,,6.0,,1.0,,1.0,,,,2.0,7.0,,,2.0,,1.0,93.0
26,"Douglas, Richard",12,4,7,19,1,,,4.0,,3.0,4.0,2.0,1.0,,,9.0,11.0,,1.0,2.0,2.0,2.0,78.0
45,"Henderson, Ricky",18,11,2,20,6,2.0,,,,4.0,,5.0,,3.0,2.0,3.0,17.0,2.0,5.0,3.0,1.0,2.0,82.0
24,"Jacobs, Sam",9,3,10,19,,1.0,61.0,2.0,1.0,4.0,5.0,3.0,2.0,2.0,3.0,9.0,10.0,,,4.0,,1.0,98.0
21,"Knights, Chris",8,4,4,12,1,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,11.0,,1.0,2.0,,,85.0
14,"Mackay, David",9,8,11,20,,,,4.0,1.0,1.0,,1.0,,,,7.0,13.0,,,1.0,,1.0,92.0
36 ↑,"Martin, Brodie",10,5,3,13,3,2.0,,2.0,,4.0,,3.0,1.0,2.0,,4.0,10.0,1.0,4.0,1.0,,,61.0
49,"McIntyre, Tim",6,2,,6,2,1.0,,5.0,,1.0,1.0,3.0,2.0,1.0,,3.0,3.0,,1.0,,1.0,,91.0
35 ↓,"McKernan, Shaun",2,2,,2,,1.0,1.0,1.0,,1.0,,2.0,,2.0,,1.0,2.0,,1.0,1.0,,1.0,26.0
40,"Porplyzia, Jason",9,3,5,14,1,1.0,,6.0,1.0,3.0,5.0,3.0,,1.0,,10.0,6.0,1.0,3.0,4.0,,,87.0
3,"Reilly, Brent",14,8,3,17,,,,4.0,2.0,,,1.0,1.0,1.0,,5.0,12.0,2.0,,3.0,,1.0,92.0
25,"Rutten, Ben",8,7,11,19,,,,,4.0,,1.0,,,,,7.0,12.0,2.0,,7.0,,,98.0
34,"Shaw, Sam",14,7,3,17,,,,1.0,6.0,1.0,,,1.0,,,4.0,14.0,1.0,,9.0,,,93.0
9,"Sloane, Rory",14,4,7,21,1,1.0,,4.0,,6.0,2.0,,1.0,,,10.0,12.0,1.0,1.0,1.0,1.0,1.0,88.0
33,"Smith, Brodie",12,5,4,16,,,,,,4.0,,,,,,3.0,13.0,,,1.0,4.0,,84.0
12,"Talia, Daniel",9,3,3,12,,,,2.0,2.0,1.0,,1.0,2.0,,,7.0,4.0,1.0,,8.0,,1.0,93.0
5,"Thompson, Scott",17,2,15,32,,1.0,,2.0,,5.0,12.0,4.0,,2.0,1.0,20.0,12.0,1.0,,5.0,,2.0,87.0
4,"Tippett, Kurt",2,1,,2,1,,1.0,,,,,1.0,,1.0,,2.0,,1.0,1.0,,,,13.0
7,"van Berlo, Nathan",16,7,10,26,,1.0,,2.0,1.0,4.0,3.0,1.0,2.0,,,9.0,15.0,,,1.0,,1.0,94.0
17,"Vince, Bernie",21,7,3,24,,,1.0,3.0,5.0,2.0,6.0,,,,,12.0,13.0,,1.0,1.0,,,84.0
47,"Wright, Matthew",14,4,6,20,,,,8.0,,5.0,3.0,3.0,2.0,1.0,,6.0,16.0,,,2.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,244,105,118,362,17,14.0,64.0,60.0,25.0,59.0,48.0,36.0,15.0,17.0,6.0,146.0,222.0,14.0,20.0,60.0,9.0,14.0,
Opposition,Opposition,171,77,112,283,8,10.0,23.0,62.0,33.0,35.0,34.0,41.0,17.0,15.0,,123.0,158.0,12.0,5.0,46.0,3.0,6.0,
