Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",19y 94d,32 (10-1-21 32.81%),31 (0.97),←,
3,"Bartel, Jimmy",19y 255d,23 (8-1-14 36.96%),8 (0.35),←,
35,"Chapman, Paul",21y 284d,49 (20-1-28 41.84%),42 (0.86),←,
11,"Corey, Joel",21y 180d,59 (24-1-34 41.53%),19 (0.32),←,
44,"Enright, Corey",21y 336d,53 (21-1-31 40.57%),11 (0.21),←,
7,"Graham, Ben",29y 287d,194 (104-2-88 54.12%),104 (0.54),←,
2,"Harley, Tom",25y 29d,89 (43-2-44 49.44%),7 (0.08),88 (42-2-44 48.86%),6 (0.07)
20,"Johnson, Steve",20y 43d,25 (8-1-16 34.00%),31 (1.24),←,
9,"Kelly, James",19y 230d,31 (11-1-19 37.10%),11 (0.35),←,
45,"Ling, Cameron",22y 170d,63 (28-2-33 46.03%),26 (0.41),←,
26,"McCarthy, Matthew",21y 245d,11 (4-1-6 40.91%),14 (1.27),←,
32,"Moloney, Brent",19y 200d,7 (3-1-3 50.00%),1 (0.14),←,
21,"Mooney, Cameron",23y 324d,61 (31-1-29 51.64%),49 (0.80),50 (21-1-28 43.00%),47 (0.94)
22,"Playfair, Henry",20y 206d,5 (2-1-2 50.00%),1 (0.20),←,
34,"Rahilly, James",24y 62d,77 (29-2-46 38.96%),11 (0.14),←,
15,"Riccardi, Peter",30y 242d,239 (131-3-105 55.44%),252 (1.05),←,
33,"Rooke, Max",21y 240d,32 (11-1-20 35.94%),4 (0.13),←,
27,"Sanderson, Brenton",29y 170d,179 (85-3-91 48.32%),31 (0.17),169 (83-3-83 50.00%),26 (0.15)
30,"Scarlett, Matthew",24y 72d,89 (42-1-46 47.75%),7 (0.08),←,
6,"Spriggs, David",22y 203d,58 (25-2-31 44.83%),18 (0.31),←,
36,"Street, Peter",23y 71d,15 (6-1-8 43.33%),3 (0.20),←,
40,"Wojcinski, David",22y 332d,53 (23-1-29 44.34%),12 (0.23),←,
Totals,Totals,22y 360d,1444 (669-31-744 46.33%),693 (0.48),,
C,"Thompson, Mark",39y 270d,87 (38-2-47 44.83%),,←,
