Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",14,3,3,17,,,,,6.0,3.0,1.0,1.0,,,,6.0,10.0,,,9.0,,,92.0
18,"Cameron, Jeremy",13,8,,13,5,1.0,,3.0,,3.0,,1.0,4.0,1.0,3.0,5.0,8.0,,4.0,,,,85.0
3,"Coniglio, Stephen",9,3,17,26,,,,17.0,1.0,1.0,5.0,3.0,,2.0,1.0,12.0,15.0,,,2.0,,,88.0
35,"Corr, Aidan",3,2,,3,,,,6.0,1.0,,,1.0,,1.0,,2.0,1.0,1.0,,6.0,,,90.0
44,"Downie, Tom",2,1,2,4,,,24.0,6.0,,1.0,,5.0,,3.0,,4.0,1.0,1.0,,3.0,,,83.0
4,"Greene, Toby",11,7,13,24,1,,,4.0,2.0,6.0,1.0,6.0,1.0,2.0,,13.0,12.0,1.0,,1.0,,1.0,79.0
32,"Griffen, Ryan",13,6,9,22,,1.0,,6.0,4.0,1.0,3.0,2.0,3.0,,,8.0,12.0,,,1.0,,,86.0
2 ↑,"Hampton, Curtly",7,3,9,16,,,,3.0,4.0,3.0,,,,,,5.0,11.0,,,1.0,2.0,1.0,53.0
19,"Haynes, Nick",7,5,5,12,,,,,1.0,1.0,,2.0,,1.0,,5.0,8.0,1.0,,4.0,1.0,,80.0
37,"Lobb, Rory",4,,1,5,1,1.0,10.0,4.0,1.0,1.0,,,2.0,,,4.0,2.0,,,5.0,,1.0,81.0
25,"McCarthy, Cam",3,2,3,6,2,1.0,,1.0,,,,,,,,2.0,3.0,,2.0,,,,84.0
7,"Palmer, Rhys",12,3,10,22,,4.0,,7.0,,5.0,4.0,3.0,1.0,1.0,,9.0,11.0,1.0,1.0,,,2.0,92.0
9,"Scully, Tom",13,7,13,26,,3.0,1.0,6.0,2.0,5.0,1.0,,,,,5.0,21.0,,,1.0,,,96.0
23,"Shaw, Heath",18,5,4,22,,,,3.0,12.0,2.0,1.0,,,,,7.0,9.0,1.0,,3.0,4.0,,88.0
5 ↓,"Shiel, Dylan",4,1,6,10,1,,,2.0,1.0,1.0,2.0,1.0,,,,5.0,5.0,,,,,,25.0
10,"Smith, Devon",9,1,8,17,,,,2.0,3.0,2.0,2.0,3.0,1.0,2.0,,8.0,8.0,,,,1.0,,88.0
38,"Steele, Jack",6,3,14,20,1,,1.0,6.0,,1.0,5.0,2.0,2.0,,,16.0,4.0,2.0,1.0,,,,79.0
20,"Tomlinson, Adam",8,5,5,13,,,,3.0,6.0,,1.0,5.0,1.0,,,4.0,8.0,1.0,,3.0,,,88.0
17,"Treloar, Adam",17,4,13,30,,,1.0,5.0,7.0,8.0,5.0,2.0,2.0,1.0,,8.0,24.0,,,,,2.0,86.0
8,"Ward, Callan",13,5,18,31,,,2.0,5.0,1.0,3.0,9.0,6.0,4.0,3.0,2.0,17.0,15.0,,,1.0,,,84.0
6,"Whitfield, Lachie",8,3,8,16,,,,1.0,1.0,2.0,,4.0,1.0,2.0,,4.0,13.0,,,,1.0,1.0,90.0
29,"Williams, Zac",10,5,6,16,1,,,6.0,,,2.0,3.0,1.0,,,10.0,9.0,2.0,,5.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,82,167,371,12,12.0,39.0,96.0,53.0,49.0,42.0,50.0,23.0,19.0,6.0,159.0,210.0,11.0,8.0,45.0,9.0,8.0,
Opposition,Opposition,200,84,173,373,6,13.0,55.0,92.0,32.0,59.0,39.0,58.0,19.0,23.0,,141.0,237.0,11.0,8.0,32.0,8.0,5.0,
