Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",24y 232d,84 (32-0-52 38.10%),66 (0.79),←,
7,"Black, Heath",21y 40d,45 (15-0-30 33.33%),26 (0.58),←,
40,"Bootsma, Brad",27y 190d,9 (4-0-5 44.44%),2 (0.22),←,
30,"Brown, Leigh",18y 135d,18 (7-0-11 38.89%),,←,
10,"Cook, Troy",23y 330d,61 (31-0-30 50.82%),20 (0.33),18 (7-0-11 38.89%),9 (0.50)
12,"Dodd, Brad",23y 106d,44 (15-0-29 34.09%),18 (0.41),←,
18,"Fewster, Brendon",26y 185d,49 (23-0-26 46.94%),37 (0.76),16 (7-0-9 43.75%),10 (0.63)
2,"Fletcher, Adrian",30y 271d,206 (88-2-116 43.20%),92 (0.45),54 (17-0-37 31.48%),19 (0.35)
35,"Gale, Mark",24y 61d,71 (23-0-48 32.39%),18 (0.25),←,
46,"Grover, Antoni",20y 118d,8 (2-0-6 25.00%),,←,
3,"Harding, Greg",23y 294d,68 (26-0-42 38.24%),3 (0.04),←,
4,"Hasleby, Paul",19y 25d,18 (7-0-11 38.89%),13 (0.72),←,
17,"Holland, Brodie",20y 186d,35 (8-0-27 22.86%),35 (1.00),←,
5,"Jones, Anthony",25y 201d,55 (21-0-34 38.18%),3 (0.05),←,
11,"Kickett, Dale",32y 64d,159 (64-0-95 40.25%),59 (0.37),113 (41-0-72 36.28%),19 (0.17)
20,"Longmuir, Justin",19y 168d,13 (4-0-9 30.77%),4 (0.31),←,
16,"Michael, Clem",23y 357d,39 (15-0-24 38.46%),11 (0.28),←,
6,"Modra, Tony",31y 128d,151 (65-1-85 43.38%),559 (3.70),33 (10-0-23 30.30%),119 (3.61)
25,"Norrish, Jason",28y 163d,112 (43-0-69 38.39%),20 (0.18),92 (31-0-61 33.70%),18 (0.20)
29,"Pavlich, Matthew",18y 189d,14 (5-0-9 35.71%),12 (0.86),←,
19,"Walker, James",21y 174d,31 (9-0-22 29.03%),2 (0.06),←,
26,"Waterhouse, Clive",26y 14d,81 (28-0-53 34.57%),141 (1.74),←,
Totals,Totals,24y 49d,1371 (535-3-833 39.02%),1141 (0.83),,
C,"Drum, Damian",39y 345d,40 (12-0-28 30.00%),,←,
