North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",23y 136d,42 (20-1-21 48.81%),31 (0.74),←,
28,"Bastinac, Ryan",20y 59d,32 (17-0-15 53.13%),10 (0.31),←,
33,"Campbell, Matt",24y 211d,65 (34-1-30 53.08%),70 (1.08),←,
27,"Edwards, Aaron",27y 171d,71 (38-1-32 54.23%),103 (1.45),67 (34-1-32 51.49%),101 (1.51)
11,"Firrito, Michael",27y 266d,168 (81-2-85 48.81%),27 (0.16),←,
32,"Garlett, Cruize",22y 167d,24 (11-0-13 45.83%),5 (0.21),←,
22,"Goldstein, Todd",23y 50d,56 (27-1-28 49.11%),34 (0.61),←,
24,"Greenwood, Levi",22y 182d,40 (20-1-19 51.25%),8 (0.20),←,
17,"Grima, Nathan",26y 15d,40 (20-1-19 51.25%),,←,
6,"Hansen, Lachlan",23y 3d,66 (30-1-35 46.21%),49 (0.74),←,
23,"Harper, Kieran",19y 66d,12 (7-0-5 58.33%),9 (0.75),←,
29,"Harvey, Brent",33y 98d,321 (172-3-146 54.05%),373 (1.16),←,
42,"McMahon, Scott",25y 79d,87 (42-1-44 48.85%),27 (0.31),←,
41,"Mullett, Aaron",19y 178d,1 (1-0-0 100.00%),,←,
39,"Pedersen, Cameron",24y 156d,13 (7-0-6 53.85%),17 (1.31),←,
20,"Petrie, Drew",28y 309d,197 (92-3-102 47.46%),197 (1.00),←,
3,"Rawlings, Brady",30y 71d,243 (120-2-121 49.79%),62 (0.26),←,
9,"Swallow, Andrew",24y 79d,104 (46-1-57 44.71%),55 (0.53),←,
12,"Thomas, Lindsay",23y 173d,89 (39-2-48 44.94%),111 (1.25),←,
16,"Thompson, Scott",25y 103d,70 (27-2-41 40.00%),3 (0.04),←,
8,"Wells, Daniel",26y 198d,169 (85-2-82 50.89%),101 (0.60),←,
7,"Ziebell, Jack",20y 173d,44 (20-0-24 45.45%),10 (0.23),←,
Totals,Totals,24y 217d,1954 (956-25-973 48.93%),1302 (0.67),,
C,"Scott, Brad",35y 109d,42 (20-0-22 47.62%),,←,
