Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",29y 311d,232 (111-1-120 48.06%),149 (0.64),←,
26,"Bonner, Riley",21y 93d,15 (10-0-5 66.67%),3 (0.20),←,
33,"Byrne-Jones, Darcy",22y 261d,54 (30-0-24 55.56%),5 (0.09),←,
17,"Clurey, Tom",24y 77d,51 (31-0-20 60.78%),,←,
22,"Dixon, Charlie",27y 258d,117 (48-1-68 41.45%),181 (1.55),52 (29-0-23 55.77%),87 (1.67)
7,"Ebert, Brad",28y 67d,224 (104-1-119 46.65%),111 (0.50),148 (76-1-71 51.69%),78 (0.53)
9,"Gray, Robbie",30y 70d,188 (90-0-98 47.87%),274 (1.46),←,
46,"Gray, Sam",26y 127d,68 (41-0-27 60.29%),59 (0.87),←,
43,"Houston, Dan",21y 27d,28 (18-0-10 64.29%),3 (0.11),←,
32,"Howard, Dougal",22y 75d,21 (13-0-8 61.90%),4 (0.19),←,
42,"Jonas, Tom",27y 150d,114 (59-1-54 52.19%),1 (0.01),←,
6,"Motlop, Steven",27y 88d,146 (97-2-47 67.12%),183 (1.25),11 (7-0-4 63.64%),8 (0.73)
3,"Neade, Jake",24y 10d,65 (37-0-28 56.92%),55 (0.85),←,
29,"Pittard, Jasper",27y 68d,117 (62-0-55 52.99%),11 (0.09),←,
21,"Polec, Jared",25y 239d,95 (54-0-41 56.84%),51 (0.54),79 (47-0-32 59.49%),42 (0.53)
2,"Powell-Pepper, Sam",20y 151d,29 (19-0-10 65.52%),20 (0.69),←,
11,"Rockliff, Tom",28y 106d,162 (52-0-110 32.10%),91 (0.56),8 (6-0-2 75.00%),4 (0.50)
4,"Ryder, Paddy",30y 86d,216 (107-4-105 50.46%),149 (0.69),46 (28-0-18 60.87%),32 (0.70)
23,"Watts, Jack",27y 74d,164 (53-2-109 32.93%),156 (0.95),11 (7-0-4 63.64%),13 (1.18)
39,"Westhoff, Justin",31y 250d,237 (113-1-123 47.89%),274 (1.16),←,
16,"Wines, Ollie",23y 244d,118 (66-0-52 55.93%),55 (0.47),←,
20,"Wingard, Chad",24y 314d,136 (71-1-64 52.57%),221 (1.63),←,
Totals,Totals,25y 359d,2597 (1286-14-1297 49.52%),2056 (0.79),,
C,"Hinkley, Ken",51y 251d,126 (72-0-54 57.14%),,←,
