Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Ah Chee, Callum",11,5,6,17,,,,2.0,2.0,3.0,4.0,2.0,,2.0,,9.0,8.0,1.0,,2.0,,,75.0
10,"Ballard, Charlie",9,6,3,12,,,,1.0,4.0,1.0,,1.0,1.0,,,7.0,5.0,1.0,,4.0,,1.0,89.0
7,"Brodie, Will",5,2,20,25,,,,3.0,,2.0,8.0,2.0,,1.0,,14.0,11.0,,,1.0,,,74.0
12,"Day, Sam",7,7,9,16,1,,19.0,3.0,,2.0,2.0,2.0,1.0,,,10.0,7.0,3.0,1.0,3.0,,,75.0
17,"Ellis, Corey",11,5,8,19,,1.0,,1.0,5.0,2.0,1.0,3.0,,,,6.0,13.0,1.0,1.0,2.0,,,74.0
8,"Fiorini, Brayden",10,3,12,22,,1.0,,6.0,1.0,2.0,1.0,3.0,,1.0,,5.0,15.0,,1.0,2.0,1.0,,79.0
5,"Harbrow, Jarrod",15,3,3,18,,,,,5.0,2.0,3.0,2.0,2.0,1.0,,8.0,8.0,,,2.0,,,89.0
39,"Holman, Nick",7,,5,12,2,,,2.0,1.0,3.0,,,3.0,,,6.0,6.0,,,1.0,,,94.0
20,"Hombsch, Jack",8,5,5,13,,,,1.0,5.0,,2.0,,1.0,,,6.0,8.0,,,9.0,,,92.0
33,"Horlin-Smith, George",4,3,3,7,,1.0,,,,1.0,1.0,1.0,,,,,6.0,,,,,,73.0
38,"Joyce, Jesse",15,9,3,18,,,,3.0,7.0,2.0,,2.0,1.0,1.0,,2.0,16.0,1.0,,5.0,1.0,,92.0
34,"King, Ben",8,5,1,9,2,1.0,,,,1.0,,1.0,2.0,,,4.0,5.0,1.0,3.0,1.0,,,78.0
41,"Lukosius, Jack",9,3,1,10,,,,3.0,3.0,1.0,1.0,2.0,,2.0,,2.0,6.0,,,7.0,,,78.0
44,"Macpherson, Darcy",8,1,4,12,,,,5.0,,3.0,1.0,2.0,,2.0,,10.0,7.0,,,1.0,,3.0,84.0
4,"Martin, Jack",9,4,9,18,1,,,7.0,2.0,2.0,2.0,1.0,1.0,,,6.0,12.0,,,1.0,,,71.0
2,"Miles, Anthony",22,7,5,27,1,2.0,,6.0,1.0,2.0,3.0,3.0,3.0,1.0,,7.0,19.0,1.0,1.0,,,,79.0
27,"Powell, Wil",5,3,9,14,1,,,6.0,1.0,2.0,1.0,4.0,1.0,1.0,,4.0,10.0,,,2.0,,,88.0
6,"Sexton, Alex",5,2,5,10,1,1.0,,5.0,,3.0,,2.0,1.0,1.0,,4.0,7.0,,,,,,90.0
24,"Swallow, David",19,8,12,31,,1.0,,1.0,1.0,7.0,6.0,6.0,1.0,,2.0,14.0,14.0,1.0,1.0,1.0,,,80.0
14,"Weller, Lachie",15,2,12,27,,,,1.0,5.0,5.0,3.0,,,,,8.0,14.0,1.0,,1.0,4.0,,88.0
28,"Witts, Jarrod",7,3,6,13,,,39.0,,1.0,1.0,5.0,,4.0,,,7.0,7.0,,,1.0,,,80.0
30,"Wright, Peter",8,5,2,10,2,,1.0,2.0,,1.0,,1.0,,,,4.0,6.0,1.0,,3.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,91,143,360,11,10.0,59.0,58.0,44.0,48.0,44.0,40.0,22.0,13.0,2.0,143.0,210.0,12.0,8.0,49.0,6.0,4.0,
Opposition,Opposition,216,93,141,357,11,14.0,43.0,78.0,37.0,57.0,37.0,55.0,13.0,22.0,4.0,136.0,215.0,10.0,13.0,50.0,12.0,11.0,
