Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",27y 287d,155 (85-1-69 55.16%),13 (0.08),←,
20,"Crocker, Ben",23y 137d,30 (12-0-18 40.00%),24 (0.80),4 (0-0-4 0.00%),3 (0.75)
2,"Crouch, Brad",26y 173d,88 (45-0-43 51.14%),33 (0.38),←,
5,"Crouch, Matt",25y 75d,113 (66-1-46 58.85%),26 (0.23),←,
39,"Doedee, Tom",23y 126d,25 (11-0-14 44.00%),2 (0.08),←,
22,"Frampton, Billy",23y 228d,6 (1-0-5 16.67%),7 (1.17),3 (0-0-3 0.00%),3 (1.00)
17,"Hamill, Will",19y 231d,3 (0-0-3 0.00%),,←,
15,"Hartigan, Kyle",28y 241d,102 (62-0-40 60.78%),1 (0.01),←,
1,"Jones, Chayce",20y 173d,13 (1-0-12 7.69%),5 (0.38),←,
28,"Keays, Ben",23y 133d,34 (6-0-28 17.65%),12 (0.35),4 (0-0-4 0.00%),1 (0.25)
8,"Kelly, Jake",25y 166d,80 (41-1-38 51.88%),1 (0.01),←,
29,"Laird, Rory",26y 189d,148 (84-1-63 57.09%),12 (0.08),←,
27,"Lynch, Tom",29y 294d,144 (84-1-59 58.68%),192 (1.33),138 (80-1-57 58.33%),188 (1.36)
23,"McAdam, Shane",25y 38d,2 (0-0-2 0.00%),1 (0.50),←,
25,"McHenry, Ned",19y 358d,4 (0-0-4 0.00%),,←,
4,"Murphy, Lachlan",21y 214d,37 (16-0-21 43.24%),32 (0.86),←,
43,"OBrien, Reilly",24y 320d,25 (11-0-14 44.00%),3 (0.12),←,
10,"Poholke, Myles",21y 361d,13 (5-0-8 38.46%),5 (0.38),←,
9,"Sloane, Rory",30y 110d,204 (114-1-89 56.13%),124 (0.61),←,
33,"Smith, Brodie",28y 173d,172 (99-1-72 57.85%),58 (0.34),←,
12,"Talia, Daniel",28y 277d,191 (108-1-82 56.81%),6 (0.03),←,
13,"Walker, Taylor",30y 71d,194 (106-1-87 54.90%),431 (2.22),←,
Totals,Totals,25y 83d,1783 (957-9-817 53.67%),988 (0.55),,
C,"Nicks, Matthew",45y 53d,5 (0-0-5 0.00%),,←,
