Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",22y 300d,54 (15-0-39 27.78%),25 (0.46),9 (7-0-2 77.78%),1 (0.11)
31,"Andrews, Harris",23y 237d,107 (34-0-73 31.78%),9 (0.08),←,
43,"Answerth, Noah",20y 364d,22 (14-0-8 63.64%),2 (0.09),←,
33,"Bailey, Zac",20y 316d,37 (20-0-17 54.05%),17 (0.46),←,
38,"Ballenden, Connor",21y 128d,2 (1-0-1 50.00%),1 (0.50),←,
7,"Berry, Jarrod",22y 181d,67 (29-0-38 43.28%),30 (0.45),←,
23,"Cameron, Charlie",26y 30d,118 (71-1-46 60.59%),181 (1.53),45 (24-0-21 53.33%),94 (2.09)
28,"Ellis-Yolmen, Cam",27y 189d,44 (25-0-19 56.82%),17 (0.39),5 (4-0-1 80.00%),2 (0.40)
27,"Gardiner, Darcy",24y 317d,116 (43-0-73 37.07%),5 (0.04),←,
30,"Hipwood, Eric",22y 326d,85 (34-0-51 40.00%),124 (1.46),←,
17,"Lyons, Jarryd",28y 13d,126 (67-0-59 53.17%),65 (0.52),34 (23-0-11 67.65%),16 (0.47)
11,"McCarthy, Lincoln",26y 287d,63 (46-0-17 73.02%),54 (0.86),34 (23-0-11 67.65%),29 (0.85)
6,"McCluggage, Hugh",22y 154d,73 (31-0-42 42.47%),44 (0.60),←,
46,"McInerney, Oscar",26y 25d,47 (25-0-22 53.19%),27 (0.57),←,
9,"Neale, Lachie",27y 72d,169 (88-0-81 52.07%),89 (0.53),34 (23-0-11 67.65%),22 (0.65)
40,"Payne, Jack",20y 294d,1 (0-0-1 0.00%),,←,
16,"Rayner, Cam",20y 288d,56 (28-0-28 50.00%),49 (0.88),←,
5,"Robinson, Mitch",31y 58d,201 (87-1-113 43.53%),109 (0.54),101 (36-0-65 35.64%),51 (0.50)
21,"Skinner, Sam",23y 36d,3 (1-0-2 33.33%),3 (1.00),←,
37,"Starcevich, Brandon",21y 11d,15 (9-0-6 60.00%),2 (0.13),←,
29,"Witherden, Alex",21y 329d,56 (23-0-33 41.07%),5 (0.09),←,
15,"Zorko, Dayne",31y 177d,176 (63-0-113 35.80%),190 (1.08),←,
Totals,Totals,24y 105d,1638 (754-2-882 46.03%),1048 (0.64),,
C,"Fagan, Chris",59y 42d,78 (33-0-45 42.31%),,←,
