Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Chick, Daniel",20y 70d,4 (1-1-2 37.50%),1 (0.25),←,
5,"Collins, Andrew",30y 361d,194 (125-1-68 64.69%),35 (0.18),←,
9,"Crawford, Shane",21y 224d,61 (31-1-29 51.64%),53 (0.87),←,
13,"Dear, Paul",29y 114d,123 (77-1-45 63.01%),80 (0.65),←,
19,"Dunstall, Jason",31y 250d,229 (160-1-68 70.09%),1092 (4.77),←,
39,"Fraser, Kane",18y 273d,2 (0-1-1 25.00%),,←,
35,"Gibson, Shannon",20y 165d,13 (4-1-8 34.62%),4 (0.31),←,
34,"Graham, Mark",23y 38d,46 (21-1-24 46.74%),7 (0.15),←,
22,"Hargreaves, Tim",20y 326d,29 (11-1-17 39.66%),45 (1.55),←,
2,"Holland, Nick",21y 266d,19 (5-1-13 28.95%),8 (0.42),←,
1,"Jencke, Ray",30y 26d,170 (111-1-58 65.59%),27 (0.16),←,
11,"Kappler, Darren",31y 88d,150 (46-1-103 31.00%),126 (0.84),4 (1-1-2 37.50%),1 (0.25)
24,"Langford, Chris",33y 109d,278 (194-2-82 70.14%),31 (0.11),←,
44,"Platten, John",33y 34d,223 (149-1-73 67.04%),205 (0.92),←,
18,"Pritchard, Darrin",30y 30d,182 (123-1-58 67.86%),91 (0.50),←,
4,"Salmon, Paul",31y 91d,210 (123-3-84 59.29%),509 (2.42),1 (0-1-0 50.00%),
21,"Stevenson, Shayne",25y 313d,30 (8-1-21 28.33%),28 (0.93),19 (8-1-10 44.74%),19 (1.00)
25,"Taylor, Jason",27y 210d,80 (38-1-41 48.13%),33 (0.41),73 (37-1-35 51.37%),29 (0.40)
6,"Taylor, Richard",22y 281d,16 (7-1-8 46.88%),10 (0.63),←,
33,"Treleven, Craig",25y 311d,4 (1-1-2 37.50%),1 (0.25),←,
30,"Woods, Tony",26y 293d,52 (21-1-30 41.35%),12 (0.23),21 (5-1-15 26.19%),2 (0.10)
Totals,Totals,26y 184d,2115 (1256-24-835 59.39%),2398 (1.13),,
C,"Judge, Ken",38y 96d,4 (1-1-2 37.50%),,←,
