St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",26y 334d,111 (68-1-42 61.71%),92 (0.83),28 (10-1-17 37.50%),18 (0.64)
18,"Bowey, Brett",25y 31d,78 (33-0-45 42.31%),75 (0.96),←,
3,"Burke, Nathan",24y 145d,153 (66-2-85 43.79%),45 (0.29),←,
42,"Carr, Alister",21y 59d,4 (0-1-3 12.50%),1 (0.25),←,
1,"Devonport, Craig",24y 155d,76 (37-0-39 48.68%),74 (0.97),←,
10,"Everitt, Peter",20y 59d,23 (9-1-13 41.30%),29 (1.26),←,
2,"Frawley, Danny",30y 296d,217 (75-2-140 35.02%),13 (0.06),←,
24,"Frost, Michael",23y 184d,22 (8-1-13 38.64%),5 (0.23),9 (1-1-7 16.67%),2 (0.22)
6,"Grant, David",27y 328d,176 (64-1-111 36.65%),75 (0.43),←,
27,"Greig, Dean",25y 243d,33 (19-0-14 57.58%),8 (0.24),←,
35,"Harvey, Robert",22y 314d,107 (53-2-52 50.47%),67 (0.63),←,
28,"OBrien, Craig",24y 120d,46 (23-1-22 51.09%),81 (1.76),25 (9-1-15 38.00%),65 (2.60)
29,"Peckett, Justin",21y 269d,29 (13-1-15 46.55%),,←,
41,"Pekin, Tim",29y 160d,198 (97-2-99 49.49%),48 (0.24),91 (48-2-41 53.85%),33 (0.36)
31,"Shanahan, Jamie",26y 207d,53 (26-1-26 50.00%),,←,
39,"Shaw, Clinton",18y 57d,2 (0-1-1 25.00%),,←,
5,"Shaw, Damen",20y 70d,23 (10-1-12 45.65%),7 (0.30),←,
13,"Sierakowski, David",19y 184d,2 (0-1-1 25.00%),,←,
26,"Taylor, Kain",26y 260d,74 (24-2-48 33.78%),19 (0.26),←,
9,"Vidovic, Lazar",29y 91d,39 (21-1-17 55.13%),5 (0.13),←,
7,"Winmar, Nicky",28y 279d,148 (65-1-82 44.26%),205 (1.39),←,
Totals,Totals,24y 235d,1614 (711-23-880 44.05%),849 (0.53),,
C,"Alves, Stan",48y 40d,13 (3-1-9 26.92%),,←,
