Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",9,1,8,17,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
5,"Buckley, Nathan",19,6,5,24,1,,,3.0,,,,,2.0,,1.0,,,,,,,,
17,"Burns, Scott",10,7,11,21,1,,,4.0,,,,,1.0,,,,,,,,,,
28,"Crosisca, Gavin",10,5,3,13,,,,,,,,,,1.0,,,,,,,,,
39,"Crow, Scott",11,6,7,18,,,,,,,,,1.0,,,,,,,,,,
24,"Curran, Chris",9,1,8,17,,,,2.0,,,,,,,,,,,,,,,
2,"Francis, Tony",13,7,9,22,3,2.0,,3.0,,,,,1.0,4.0,,,,,,,,,
15,"Hassall, Jon",11,,5,16,,1.0,,,,,,,1.0,1.0,,,,,,,,,
31,"Hotton, Trent",9,6,8,17,4,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"James, Brett",4,1,7,11,,1.0,,,,,,,2.0,,,,,,,,,,
23,"Kelly, Craig",8,5,7,15,,,1.0,,,,,,3.0,,,,,,,,,,
27,"McDonald, Alex",11,3,3,14,,1.0,,,,,,,,1.0,,,,,,,,,
1,"Monkhorst, Damian",,1,5,5,,,3.0,,,,,,,1.0,,,,,,,,,
6,"Patterson, Stephen",12,6,5,17,2,1.0,,,,,,,1.0,2.0,,,,,,,,,
13,"Richardson, Alan",1,1,,1,,,,,,,,,,,,,,,,,,,
3,"Richardson, Mark",7,1,6,13,1,,8.0,1.0,,,,,2.0,3.0,,,,,,,,,
36,"Rocca, Saverio",6,2,4,10,,2.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
12,"Schauble, Andrew",5,2,3,8,,,,2.0,,,,,2.0,5.0,,,,,,,,,
30,"Sharkey, Paul",4,,3,7,,,1.0,1.0,,,,,,,,,,,,,,,
10,"Williams, Paul",20,6,5,25,2,3.0,,1.0,,,,,2.0,,,,,,,,,,
19,"Wright, Graham",10,1,,10,,,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,68,112,301,14,14.0,14.0,23.0,,,,,23.0,24.0,1.0,,,,,,,,
Opposition,Opposition,206,71,104,310,15,18.0,25.0,28.0,,,,,24.0,23.0,5.0,,,,,,,,
