Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Armstrong, Steven",5,2,5,10,1,,,4.0,,3.0,2.0,,2.0,,,4.0,6.0,,,2.0,2.0,,
3,"Bizzell, Clint",7,2,4,11,,,,2.0,2.0,,,1.0,1.0,,,3.0,9.0,1.0,1.0,,,,
20,"Broadbridge, Troy",2,,1,3,,,1.0,2.0,,1.0,1.0,,,,,2.0,1.0,,,2.0,,,
25,"Brown, Nathan",10,6,8,18,1,,,,2.0,,,1.0,1.0,1.0,,9.0,9.0,1.0,3.0,,,,
32,"Bruce, Cameron",7,6,6,13,,1.0,,1.0,,1.0,2.0,2.0,,,,4.0,9.0,1.0,1.0,3.0,,,
18,"Green, Brad",9,6,1,10,3,1.0,,1.0,,4.0,,1.0,,,,4.0,6.0,1.0,3.0,,2.0,,
16,"Johnstone, Travis",21,6,8,29,1,1.0,,2.0,,7.0,4.0,1.0,1.0,,2.0,16.0,10.0,2.0,1.0,3.0,,,
36,"Leoncelli, Andrew",13,5,4,17,1,,,5.0,2.0,5.0,4.0,3.0,2.0,2.0,,7.0,11.0,,,3.0,,,
35,"McDonald, Anthony",8,5,6,14,,1.0,,3.0,3.0,1.0,,,1.0,,,1.0,14.0,,2.0,3.0,1.0,,
23,"McDonald, James",12,3,8,20,1,,,2.0,1.0,2.0,3.0,1.0,,,,4.0,16.0,,2.0,1.0,1.0,,
9,"Neitz, David",11,8,,11,5,2.0,,2.0,,1.0,,2.0,1.0,,3.0,6.0,5.0,3.0,5.0,5.0,,,
8,"Nicholson, Alistair",3,4,6,9,,,,,2.0,,,1.0,,,,,9.0,,,6.0,,,
7,"Powell, Stephen",14,5,8,22,2,,,1.0,,5.0,1.0,2.0,,1.0,,5.0,18.0,,1.0,2.0,1.0,,
24,"Robertson, Russell",4,2,2,6,1,,,2.0,,3.0,1.0,1.0,1.0,1.0,,4.0,3.0,,,,,,
5,"Schwarz, David",10,1,6,16,1,1.0,7.0,4.0,1.0,4.0,2.0,3.0,,2.0,,6.0,11.0,,,3.0,1.0,,
42,"Walsh, Peter",8,2,2,10,,,,2.0,2.0,3.0,,2.0,1.0,2.0,,6.0,4.0,1.0,,3.0,,,
31,"Wheatley, Paul",6,1,6,12,,,,,1.0,2.0,1.0,2.0,,1.0,,3.0,8.0,,,2.0,2.0,,
45,"Whelan, Matthew",6,4,4,10,1,,1.0,2.0,1.0,2.0,2.0,,1.0,,,4.0,6.0,,,4.0,,,
34,"White, Jeff",6,8,5,11,,,26.0,3.0,2.0,,2.0,4.0,1.0,3.0,,4.0,9.0,1.0,1.0,3.0,,,
26,"Williams, Luke",2,2,6,8,,,1.0,4.0,1.0,,2.0,1.0,1.0,1.0,,5.0,3.0,,,3.0,,,
22,"Woewodin, Shane",2,1,2,4,,,,1.0,1.0,,,2.0,,,,1.0,2.0,,1.0,2.0,,,
13,"Yze, Adem",12,3,8,20,2,1.0,1.0,7.0,1.0,6.0,5.0,,,,,11.0,8.0,,1.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,82,106,284,20,9.0,37.0,50.0,22.0,50.0,32.0,30.0,14.0,14.0,5.0,109.0,177.0,11.0,22.0,51.0,10.0,,
Opposition,Opposition,165,67,79,244,15,13.0,24.0,50.0,28.0,43.0,37.0,34.0,14.0,14.0,1.0,114.0,132.0,13.0,13.0,25.0,14.0,,
