Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",27y 175d,190 (131-2-57 69.47%),120 (0.63),←,
35,"Chapman, Paul",29y 204d,207 (133-2-72 64.73%),275 (1.33),←,
11,"Corey, Joel",29y 100d,222 (142-2-78 64.41%),66 (0.30),←,
18,"Cowan, Josh",20y 73d,1 (1-0-0 100.00%),1 (1.00),←,
26,"Hawkins, Tom",22y 311d,69 (57-0-12 82.61%),85 (1.23),←,
8,"Hunt, Josh",29y 75d,154 (103-1-50 67.21%),19 (0.12),←,
19,"Hunt, Taylor",20y 204d,14 (13-0-1 92.86%),1 (0.07),←,
20,"Johnson, Steve",27y 328d,160 (114-2-44 71.88%),327 (2.04),←,
9,"Kelly, James",27y 150d,179 (120-1-58 67.32%),73 (0.41),←,
45,"Ling, Cameron",30y 90d,231 (149-3-79 65.15%),127 (0.55),←,
13,"Lonergan, Tom",27y 11d,60 (46-1-13 77.50%),44 (0.73),←,
4,"Mackie, Andrew",26y 294d,136 (106-0-30 77.94%),65 (0.48),←,
10,"Menzel, Daniel",19y 257d,11 (11-0-0 100.00%),13 (1.18),←,
39,"Milburn, Darren",34y 43d,286 (175-1-110 61.36%),93 (0.33),←,
21,"Mooney, Cameron",31y 244d,218 (146-1-71 67.20%),288 (1.32),207 (136-1-70 65.94%),286 (1.38)
31,"Podsiadly, James",29y 260d,27 (21-0-6 77.78%),63 (2.33),←,
30,"Scarlett, Matthew",31y 357d,254 (163-2-89 64.57%),16 (0.06),←,
14,"Selwood, Joel",23y 2d,102 (87-0-15 85.29%),38 (0.37),←,
27,"Stokes, Mathew",26y 187d,97 (79-0-18 81.44%),147 (1.52),←,
5,"Varcoe, Travis",23y 48d,85 (74-0-11 87.06%),93 (1.09),←,
36,"Vardy, Nathan",19y 337d,2 (2-0-0 100.00%),1 (0.50),←,
40,"Wojcinski, David",30y 252d,185 (123-2-60 67.03%),58 (0.31),←,
Totals,Totals,26y 282d,2890 (1996-20-874 69.07%),2013 (0.70),,
C,"Scott, Chris",35y 25d,9 (9-0-0 100.00%),,←,
