St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15 ↑,"Billings, Jack",2,1,5,7,,,,1.0,,2.0,,,,,,3.0,4.0,,,1.0,,2.0,44.0
27,"Bruce, Josh",7,3,2,9,,,,1.0,1.0,1.0,1.0,3.0,,2.0,,2.0,7.0,,,3.0,,,97.0
21,"Delaney, Luke",2,2,4,6,,,,1.0,2.0,,1.0,1.0,,1.0,,4.0,2.0,2.0,,1.0,,,98.0
24,"Dempster, Sean",9,3,2,11,,,,,5.0,1.0,1.0,2.0,,,,4.0,5.0,,,6.0,1.0,,98.0
38 ↓,"Dunell, Sam",5,3,3,8,,,,3.0,,2.0,1.0,3.0,1.0,1.0,,4.0,6.0,,,1.0,,,55.0
36,"Dunstan, Luke",12,3,12,24,1,,,4.0,2.0,4.0,3.0,3.0,1.0,1.0,,9.0,15.0,,,1.0,1.0,,73.0
7,"Hayes, Lenny",12,1,14,26,1,,2.0,7.0,2.0,1.0,3.0,3.0,2.0,,,12.0,15.0,,,1.0,,,80.0
4,"Jones, Clinton",8,1,11,19,,,,3.0,3.0,,2.0,2.0,2.0,1.0,,7.0,12.0,,,,,,81.0
9,"Lee, Tom",6,4,6,12,,1.0,1.0,3.0,,2.0,1.0,4.0,2.0,2.0,,7.0,5.0,2.0,,1.0,,,90.0
18,"Longer, Billy",5,1,4,9,,,22.0,1.0,,,2.0,2.0,2.0,1.0,,5.0,4.0,1.0,,3.0,,,86.0
32,"Milera, Terry",8,3,9,17,1,1.0,,2.0,3.0,,,4.0,1.0,2.0,,6.0,9.0,,1.0,2.0,2.0,,93.0
11,"Montagna, Leigh",7,,7,14,,1.0,,9.0,4.0,1.0,,2.0,,2.0,,4.0,7.0,,,1.0,1.0,,79.0
30,"Murdoch, Brodie",9,2,3,12,,,,4.0,3.0,1.0,,2.0,,1.0,,5.0,4.0,1.0,,1.0,,,83.0
16,"Newnes, Jack",10,5,10,20,,,,4.0,3.0,2.0,,5.0,,,,5.0,15.0,,,3.0,,,88.0
22,"Ray, Farren",4,,8,12,,,,2.0,2.0,3.0,1.0,3.0,,,,3.0,8.0,,,1.0,,,86.0
12,"Riewoldt, Nick",10,9,1,11,4,1.0,,1.0,,3.0,,,,,,5.0,7.0,2.0,3.0,2.0,,1.0,96.0
6,"Ross, Sebastian",11,1,7,18,,,1.0,5.0,1.0,4.0,2.0,4.0,,,,6.0,12.0,,,3.0,1.0,,74.0
35,"Saunders, Josh",7,2,8,15,2,,,2.0,1.0,1.0,,4.0,,2.0,,6.0,9.0,,1.0,1.0,,1.0,75.0
39,"Shenton, Cameron",5,2,8,13,,,,3.0,3.0,,,3.0,1.0,2.0,,8.0,4.0,2.0,,3.0,,,85.0
31,"Simpkin, Tom",3,,3,6,,,,1.0,,1.0,,2.0,1.0,1.0,,5.0,1.0,,,1.0,,,72.0
3,"Steven, Jack",13,2,16,29,,,,6.0,1.0,4.0,7.0,3.0,,,,11.0,18.0,,,1.0,,,78.0
44,"Weller, Maverick",4,,13,17,,,,4.0,,1.0,5.0,1.0,,1.0,,8.0,10.0,,,1.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,159,48,156,315,9,5.0,26.0,67.0,36.0,34.0,30.0,56.0,13.0,20.0,,129.0,179.0,10.0,5.0,38.0,6.0,4.0,
Opposition,Opposition,251,135,170,421,19,15.0,55.0,69.0,24.0,62.0,37.0,41.0,21.0,13.0,6.0,131.0,287.0,15.0,18.0,46.0,17.0,11.0,
