Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",26y 127d,158 (92-0-66 58.23%),142 (0.90),35 (8-0-27 22.86%),22 (0.63)
9,"Carr, Matthew",23y 189d,63 (15-1-47 24.60%),16 (0.25),35 (8-0-27 22.86%),14 (0.40)
10,"Cook, Troy",25y 328d,101 (40-0-61 39.60%),39 (0.39),58 (16-0-42 27.59%),28 (0.48)
24,"Croad, Trent",22y 119d,98 (50-1-47 51.53%),110 (1.12),14 (6-0-8 42.86%),30 (2.14)
38,"Cunningham, Ben",20y 226d,21 (6-0-15 28.57%),14 (0.67),←,
7,"Farmer, Jeff",25y 12d,130 (57-0-73 43.85%),278 (2.14),12 (5-0-7 41.67%),19 (1.58)
18,"Fewster, Brendon",28y 183d,69 (28-0-41 40.58%),43 (0.62),36 (12-0-24 33.33%),16 (0.44)
14,"Grover, Antoni",22y 117d,31 (8-0-23 25.81%),3 (0.10),←,
4,"Hasleby, Paul",21y 24d,55 (15-0-40 27.27%),36 (0.65),←,
11,"Kickett, Dale",34y 63d,181 (67-0-114 37.02%),64 (0.35),135 (44-0-91 32.59%),24 (0.18)
28,"Koops, Steven",23y 347d,57 (20-0-37 35.09%),40 (0.70),←,
20,"Longmuir, Justin",21y 166d,49 (12-0-37 24.49%),59 (1.20),←,
8,"McManus, Shaun",26y 147d,115 (34-0-81 29.57%),60 (0.52),←,
15,"McPharlin, Luke",20y 217d,15 (9-0-6 60.00%),5 (0.33),3 (1-0-2 33.33%),2 (0.67)
17,"McPhee, Adam",19y 273d,19 (4-0-15 21.05%),8 (0.42),←,
34,"Medhurst, Paul",20y 207d,12 (5-0-7 41.67%),19 (1.58),←,
23,"Parker, Shane",29y 138d,142 (45-0-97 31.69%),9 (0.06),←,
29,"Pavlich, Matthew",20y 187d,53 (14-0-39 26.42%),47 (0.89),←,
35,"Siegert, Andrew",20y 169d,14 (6-0-8 42.86%),1 (0.07),←,
2,"Simmonds, Troy",23y 358d,52 (25-0-27 48.08%),15 (0.29),12 (5-0-7 41.67%),8 (0.67)
19,"Walker, James",23y 172d,67 (18-0-49 26.87%),8 (0.12),←,
6,"Woods, Dion",20y 162d,10 (2-0-8 20.00%),2 (0.20),←,
Totals,Totals,23y 245d,1512 (572-2-938 37.83%),1018 (0.67),,
C,"Connolly, Chris",39y 103d,15 (7-0-8 46.67%),,14 (6-0-8 42.86%),
