Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
35,"Apeness, Michael",21y 199d,5 (3-0-2 60.00%),1 (0.20),←,
1,"Ballantyne, Hayden",29y 29d,139 (83-1-55 60.07%),221 (1.59),←,
19,"Blakely, Connor",20y 165d,14 (3-0-11 21.43%),1 (0.07),←,
30,"Clarke, Zac",26y 139d,100 (52-1-47 52.50%),46 (0.46),←,
40,"Collins, Sam",22y 60d,11 (3-0-8 27.27%),,←,
32,"Hill, Stephen",26y 105d,170 (92-0-78 54.12%),103 (0.61),←,
15,"Hughes, Ethan",21y 251d,6 (0-0-6 0.00%),,←,
5,"Ibbotson, Garrick",28y 152d,165 (81-1-83 49.39%),22 (0.13),←,
26,"Langdon, Ed",20y 195d,13 (1-0-12 7.69%),8 (0.62),←,
23,"Mayne, Chris",27y 286d,170 (94-1-75 55.59%),196 (1.15),←,
16,"Mundy, David",31y 25d,249 (135-1-113 54.42%),96 (0.39),←,
27,"Neale, Lachie",23y 82d,90 (48-0-42 53.33%),41 (0.46),←,
29,"Pavlich, Matthew",34y 227d,352 (169-0-183 48.01%),699 (1.99),←,
6,"Pearce, Danyle",30y 129d,246 (114-2-130 46.75%),122 (0.50),92 (55-1-36 60.33%),46 (0.50)
31,"Sandilands, Aaron",33y 252d,243 (135-0-108 55.56%),92 (0.38),←,
11,"Sheridan, Tom",22y 291d,57 (30-0-27 52.63%),20 (0.35),←,
36,"Silvagni, Alex",28y 320d,51 (27-1-23 53.92%),10 (0.20),←,
34,"Spurr, Lee",29y 18d,102 (65-1-36 64.22%),5 (0.05),←,
18,"Tucker, Darcy",19y 204d,10 (3-0-7 30.00%),3 (0.30),←,
10,"Walters, Michael",25y 220d,92 (52-1-39 57.07%),175 (1.90),←,
14,"Weller, Lachie",20y 173d,23 (5-0-18 21.74%),12 (0.52),←,
41,"Yarran, Shane",27y 73d,4 (0-0-4 0.00%),6 (1.50),←,
Totals,Totals,25y 346d,2312 (1195-10-1107 51.69%),1879 (0.81),,
C,"Lyon, Ross",49y 280d,238 (146-5-87 62.39%),,117 (70-1-46 60.26%),
