Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",29y 123d,154 (82-0-72 53.25%),22 (0.14),←,
35,"Biglands, Rhett",28y 217d,113 (65-0-48 57.52%),42 (0.37),←,
10,"Bode, Matthew",26y 284d,86 (43-0-43 50.00%),66 (0.77),57 (32-0-25 56.14%),41 (0.72)
24,"Burton, Brett",27y 340d,120 (62-0-58 51.67%),145 (1.21),←,
4,"Clarke, Matthew",32y 203d,232 (113-2-117 49.14%),34 (0.15),102 (51-0-51 50.00%),15 (0.15)
11,"Doughty, Michael",26y 247d,78 (48-0-30 61.54%),21 (0.27),←,
9,"Edwards, Tyson",29y 246d,223 (119-0-104 53.36%),141 (0.63),←,
36,"Goodwin, Simon",29y 104d,172 (96-0-76 55.81%),101 (0.59),←,
34,"Hart, Ben",31y 274d,300 (159-1-140 53.17%),45 (0.15),←,
18,"Johncock, Graham",23y 170d,87 (48-0-39 55.17%),71 (0.82),←,
21,"Knights, Chris",19y 196d,4 (3-0-1 75.00%),,←,
39,"Mattner, Martin",23y 246d,59 (35-0-24 59.32%),8 (0.14),←,
16,"McGregor, Ken",25y 70d,119 (62-0-57 52.10%),71 (0.60),←,
23,"McLeod, Andrew",29y 248d,242 (128-0-114 52.89%),236 (0.98),←,
22,"Perrie, Ian",27y,96 (55-0-41 57.29%),109 (1.14),←,
33,"Reilly, Brent",22y 148d,46 (28-0-18 60.87%),17 (0.37),←,
32,"Ricciuto, Mark",30y 305d,288 (146-1-141 50.87%),247 (0.86),←,
25,"Rutten, Ben",22y 316d,38 (25-0-13 65.79%),4 (0.11),←,
12,"Shirley, Robert",25y 304d,77 (42-0-35 54.55%),17 (0.22),←,
27,"Stevens, Scott",24y 84d,39 (14-1-24 37.18%),29 (0.74),14 (4-0-10 28.57%),12 (0.86)
5,"Thompson, Scott",23y 26d,65 (37-0-28 56.92%),45 (0.69),26 (19-0-7 73.08%),28 (1.08)
7,"van Berlo, Nathan",19y 307d,13 (10-0-3 76.92%),2 (0.15),←,
Totals,Totals,26y 136d,2651 (1420-5-1226 53.56%),1473 (0.56),,
C,"Craig, Neil",50y 88d,36 (23-0-13 63.89%),,←,
