Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",8,5,5,13,3,1.0,,3.0,,5.0,,6.0,1.0,4.0,,4.0,9.0,2.0,1.0,3.0,,,85.0
3,"Coniglio, Stephen",16,2,8,24,2,4.0,,5.0,,2.0,7.0,3.0,,,,12.0,13.0,,,,1.0,,68.0
35,"Corr, Aidan",6,2,4,10,,,,2.0,4.0,,,2.0,,1.0,,1.0,8.0,,,3.0,,,86.0
1,"Davis, Phil",11,5,2,13,,,,5.0,5.0,3.0,,,2.0,,,7.0,6.0,1.0,,11.0,,,93.0
32,"Griffen, Ryan",13,2,9,22,3,,,2.0,,6.0,,7.0,1.0,,1.0,10.0,10.0,1.0,2.0,,1.0,1.0,76.0
19,"Haynes, Nick",11,5,3,14,,,,6.0,3.0,3.0,,3.0,1.0,1.0,,3.0,12.0,,,5.0,1.0,,90.0
27,"Himmelberg, Harry",5,4,3,8,1,1.0,,6.0,,1.0,,,1.0,,,1.0,7.0,,2.0,1.0,,1.0,78.0
2,"Hopper, Jacob",5,,16,21,,,,6.0,1.0,,2.0,2.0,,1.0,,11.0,11.0,,,2.0,,,84.0
22,"Kelly, Josh",16,3,15,31,,1.0,,2.0,4.0,3.0,4.0,1.0,,,,14.0,18.0,,1.0,1.0,3.0,,85.0
17,"Langdon, Zac",8,2,5,13,3,1.0,,8.0,,2.0,1.0,1.0,2.0,1.0,,7.0,7.0,,1.0,1.0,,,69.0
38,"Lloyd, Daniel",5,2,3,8,,2.0,,9.0,,2.0,,2.0,,2.0,,4.0,6.0,,2.0,4.0,,,75.0
37,"Lobb, Rory",6,1,1,7,1,1.0,37.0,2.0,,1.0,1.0,8.0,,5.0,,5.0,3.0,1.0,1.0,7.0,,,84.0
12,"Patton, Jonathon",12,6,3,15,,,7.0,2.0,2.0,3.0,2.0,5.0,,2.0,,11.0,5.0,3.0,,5.0,,2.0,86.0
36,"Perryman, Harry",3,2,5,8,,,,4.0,1.0,,,5.0,,4.0,,5.0,4.0,,,3.0,,,66.0
50,"Reid, Sam",7,3,3,10,,,,3.0,,3.0,2.0,,1.0,,,5.0,4.0,,,1.0,,1.0,75.0
23,"Shaw, Heath",21,10,1,22,,,,1.0,9.0,3.0,,4.0,1.0,2.0,,3.0,11.0,2.0,,4.0,2.0,,92.0
5,"Shiel, Dylan",15,1,14,29,1,,,2.0,4.0,3.0,4.0,6.0,,1.0,3.0,13.0,16.0,,,1.0,,2.0,78.0
14,"Taranto, Tim",8,1,13,21,,,,9.0,1.0,4.0,4.0,5.0,1.0,1.0,,15.0,9.0,,,5.0,,2.0,86.0
15,"Taylor, Sam",2,,7,9,,,,3.0,1.0,,,,,,,6.0,2.0,,,11.0,,,83.0
20,"Tomlinson, Adam",12,5,5,17,,,,7.0,1.0,3.0,5.0,1.0,,,,7.0,10.0,,,1.0,,1.0,83.0
8,"Ward, Callan",10,2,12,22,,1.0,,5.0,2.0,1.0,7.0,,,,,14.0,11.0,,,2.0,,,88.0
6,"Whitfield, Lachie",21,7,5,26,,,,4.0,5.0,5.0,1.0,4.0,2.0,2.0,,8.0,17.0,1.0,,,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,70,142,363,14,13.0,44.0,96.0,43.0,53.0,40.0,65.0,13.0,27.0,4.0,166.0,199.0,11.0,10.0,71.0,8.0,10.0,
Opposition,Opposition,214,65,163,377,11,15.0,49.0,76.0,34.0,57.0,52.0,41.0,27.0,13.0,2.0,185.0,197.0,6.0,6.0,59.0,7.0,9.0,
