Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
45,"Abbott, Ryan",27y 327d,5 (3-0-2 60.00%),4 (0.80),←,
4,"Ablett, Gary",35y 4d,330 (177-2-151 53.94%),420 (1.27),220 (142-2-76 65.00%),296 (1.35)
46,"Blicavs, Mark",28y 51d,142 (95-2-45 67.61%),36 (0.25),←,
6,"Clark, Jordan",18y 214d,8 (7-0-1 87.50%),4 (0.50),←,
18,"Constable, Charlie",20y,7 (6-0-1 85.71%),5 (0.71),←,
40,"Dahlhaus, Luke",26y 270d,163 (78-0-85 47.85%),116 (0.71),9 (8-0-1 88.89%),6 (0.67)
35,"Dangerfield, Patrick",29y 43d,233 (135-1-97 58.15%),266 (1.14),79 (54-1-24 68.99%),103 (1.30)
22,"Duncan, Mitch",27y 342d,189 (137-1-51 72.75%),134 (0.71),←,
28,"Fort, Darcy",25y 285d,1 (1-0-0 100.00%),3 (3.00),←,
29,"Guthrie, Cameron",26y 272d,146 (96-2-48 66.44%),44 (0.30),←,
26,"Hawkins, Tom",30y 301d,241 (174-2-65 72.61%),521 (2.16),←,
38,"Henry, Jack",20y 262d,30 (19-0-11 63.33%),8 (0.27),←,
11,"Kelly, Tim",24y 296d,32 (21-0-11 65.63%),32 (1.00),←,
8,"Kolodjashnij, Jake",23y 282d,79 (52-2-25 67.09%),,←,
32,"Miers, Gryan",20y 49d,9 (8-0-1 88.89%),11 (1.22),←,
42,"OConnor, Mark",22y 121d,16 (11-0-5 68.75%),1 (0.06),←,
3,"Parfitt, Brandan",21y 21d,42 (29-0-13 69.05%),24 (0.57),←,
23,"Rohan, Gary",27y 345d,115 (78-1-36 68.26%),116 (1.01),9 (8-0-1 88.89%),20 (2.22)
14,"Selwood, Joel",30y 357d,279 (207-1-71 74.37%),155 (0.56),←,
44,"Stewart, Tom",26y 64d,52 (35-0-17 67.31%),3 (0.06),←,
7,"Taylor, Harry",32y 340d,246 (182-2-62 74.39%),74 (0.30),←,
2,"Tuohy, Zach",29y 159d,171 (80-2-89 47.37%),56 (0.33),51 (32-1-18 63.73%),16 (0.31)
Totals,Totals,26y 84d,2536 (1631-18-887 64.31%),2033 (0.80),,
C,"Scott, Chris",43y 15d,199 (139-2-58 70.35%),,←,
