Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",29y 190d,193 (77-2-114 40.41%),46 (0.24),←,
4,"Aish, James",19y 197d,26 (8-0-18 30.77%),7 (0.27),←,
31,"Andrews, Harris",18y 164d,6 (2-0-4 33.33%),3 (0.50),←,
17,"Beams, Claye",23y 265d,35 (11-0-24 31.43%),21 (0.60),←,
9,"Beams, Dayne",25y 101d,118 (78-2-38 66.95%),123 (1.04),8 (2-0-6 25.00%),5 (0.63)
3,"Christensen, Allen",24y 5d,73 (51-0-22 69.86%),64 (0.88),8 (2-0-6 25.00%),8 (1.00)
42,"Clarke, Justin",21y 187d,44 (16-0-28 36.36%),1 (0.02),←,
24,"Dawson, Liam",19y 121d,1 (0-0-1 0.00%),1 (1.00),←,
27,"Gardiner, Darcy",19y 244d,23 (8-0-15 34.78%),3 (0.13),←,
41,"Golby, Mitch",23y 233d,56 (21-0-35 37.50%),6 (0.11),←,
6,"Green, Josh",22y 273d,62 (26-0-36 41.94%),87 (1.40),←,
35,"Lester, Ryan",22y 271d,57 (23-0-34 40.35%),16 (0.28),←,
23,"Leuenberger, Matthew",26y 351d,99 (35-1-63 35.86%),23 (0.23),←,
12,"Martin, Stefan",28y 188d,82 (22-1-59 27.44%),31 (0.38),25 (8-0-17 32.00%),8 (0.32)
25,"McStay, Daniel",19y 334d,17 (6-0-11 35.29%),17 (1.00),←,
22,"Paparone, Marco",20y 263d,31 (9-0-22 29.03%),13 (0.42),←,
10,"Rich, Daniel",24y 351d,109 (42-1-66 38.99%),74 (0.68),←,
18,"Robertson, Nick",19y 355d,13 (3-0-10 23.08%),1 (0.08),←,
5,"Robinson, Mitch",25y 351d,108 (53-1-54 49.54%),61 (0.56),8 (2-0-6 25.00%),3 (0.38)
38,"Rockliff, Tom",25y 91d,107 (37-0-70 34.58%),52 (0.49),←,
28,"Taylor, Lewis",20y 96d,30 (9-0-21 30.00%),17 (0.57),←,
15,"Zorko, Dayne",26y 104d,67 (27-0-40 40.30%),65 (0.97),←,
Totals,Totals,23y 49d,1357 (564-8-785 41.56%),732 (0.54),,
C,"Leppitsch, Justin",39y 235d,30 (9-0-21 30.00%),,←,
