North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Ahern, Paul",24y 23d,23 (10-0-13 43.48%),6 (0.26),←,
3,"Anderson, Jed",26y 204d,74 (36-0-38 48.65%),24 (0.32),64 (29-0-35 45.31%),20 (0.31)
18,"Atley, Shaun",27y 346d,210 (103-0-107 49.05%),44 (0.21),←,
9,"Davies-Uniacke, Luke",21y 77d,26 (10-0-16 38.46%),7 (0.27),←,
14,"Dumont, Trent",25y 55d,95 (36-0-59 37.89%),26 (0.27),←,
22,"Goldstein, Todd",32y 54d,247 (122-1-124 49.60%),124 (0.50),←,
4,"Higgins, Shaun",32y 173d,233 (108-1-124 46.57%),223 (0.96),104 (50-0-54 48.08%),95 (0.91)
46,"Hosie, Lachlan",23y 181d,3 (0-0-3 0.00%),3 (1.00),←,
20,"Larkey, Nick",22y 79d,25 (11-0-14 44.00%),37 (1.48),←,
35,"Mahony, Jack",18y 286d,10 (1-0-9 10.00%),3 (0.30),←,
11,"McDonald, Luke",25y 197d,122 (60-0-62 49.18%),16 (0.13),←,
23,"McKay, Ben",22y 244d,11 (2-0-9 18.18%),,←,
40,"Murphy, Tom",22y 218d,7 (3-0-4 42.86%),1 (0.14),←,
8,"Scott, Bailey",20y 46d,13 (2-0-11 15.38%),11 (0.85),←,
12,"Simpkin, Jy",22y 172d,69 (28-0-41 40.58%),33 (0.48),←,
25,"Tarrant, Robbie",31y 121d,160 (75-0-85 46.88%),44 (0.28),←,
33,"Vickers-Willis, Ed",24y 149d,17 (8-0-9 47.06%),,←,
19,"Walker, Josh",27y 286d,98 (40-1-57 41.33%),71 (0.72),13 (3-0-10 23.08%),2 (0.15)
2,"Williams, Marley",27y 33d,126 (61-0-65 48.41%),11 (0.09),58 (25-0-33 43.10%),5 (0.09)
32,"Wood, Mason",26y 346d,62 (30-0-32 48.39%),73 (1.18),←,
38,"Xerri, Tristan",21y 162d,4 (0-0-4 0.00%),4 (1.00),←,
44,"Zurhaar, Cameron",22y 94d,40 (16-0-24 40.00%),43 (1.08),←,
Totals,Totals,24y 344d,1675 (762-3-910 45.49%),804 (0.48),,
C,"Shaw, Rhyce",38y 313d,25 (10-0-15 40.00%),,←,
