Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",25y 166d,105 (44-2-59 42.86%),30 (0.29),←,
18,"Banfield, Todd",20y 306d,27 (7-0-20 25.93%),32 (1.19),←,
17,"Beams, Claye",19y 241d,4 (0-0-4 0.00%),4 (1.00),←,
20,"Black, Simon",32y 27d,279 (158-4-117 57.35%),159 (0.57),←,
1,"Clark, Mitch",23y 193d,70 (28-2-40 41.43%),42 (0.60),←,
22,"Collier, Tom",22y 36d,22 (7-0-15 31.82%),2 (0.09),←,
11,"Hanley, Pearce",22y 166d,17 (3-0-14 17.65%),3 (0.18),←,
23,"Leuenberger, Matthew",22y 327d,49 (18-1-30 37.76%),7 (0.14),←,
36,"Maguire, Matt",26y 335d,114 (60-1-53 53.07%),19 (0.17),15 (6-0-9 40.00%),
46,"McCauley, Broc",24y 131d,3 (0-0-3 0.00%),,←,
9,"McGrath, Ashley",27y 345d,160 (82-2-76 51.88%),109 (0.68),←,
21,"Merrett, Daniel",26y 139d,108 (45-3-60 43.06%),17 (0.16),←,
34,"OBrien, Jesse",20y 76d,6 (0-0-6 0.00%),1 (0.17),←,
24,"Patfull, Joel",26y 144d,104 (43-3-58 42.79%),21 (0.20),←,
4,"Polec, Jared",18y 200d,3 (0-0-3 0.00%),1 (0.33),←,
31,"Polkinghorne, James",22y 99d,44 (18-1-25 42.05%),27 (0.61),←,
6,"Power, Luke",31y 112d,266 (148-3-115 56.20%),216 (0.81),←,
29,"Raines, Andrew",25y 53d,71 (22-1-48 31.69%),1 (0.01),15 (4-0-11 26.67%),
30,"Redden, Jack",20y 142d,37 (13-1-23 36.49%),16 (0.43),←,
10,"Rich, Daniel",20y 327d,51 (21-1-29 42.16%),24 (0.47),←,
38,"Rockliff, Tom",21y 67d,25 (5-0-20 20.00%),7 (0.28),←,
32,"Stiller, Cheynee",24y 362d,81 (33-3-45 42.59%),18 (0.22),←,
Totals,Totals,23y 331d,1646 (755-28-863 45.87%),756 (0.46),,
C,"Voss, Michael",35y 297d,51 (21-1-29 42.16%),,←,
