Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",26y 212d,184 (103-0-81 55.98%),174 (0.95),←,
9,"Crozier, Hayden",28y 182d,137 (67-0-70 48.91%),48 (0.35),68 (36-0-32 52.94%),4 (0.06)
31,"Dale, Bailey",25y 337d,99 (55-0-44 55.56%),74 (0.75),←,
35,"Daniel, Caleb",25y 352d,148 (82-0-66 55.41%),37 (0.25),←,
5,"Dunkley, Josh",25y 166d,107 (61-0-46 57.01%),60 (0.56),←,
43,"Gardner, Ryan",25y 23d,35 (22-0-13 62.86%),2 (0.06),←,
39,"Johannisen, Jason",29y 228d,170 (88-0-82 51.76%),64 (0.38),←,
42,"Keath, Alex",30y 155d,80 (48-1-31 60.63%),5 (0.06),50 (32-0-18 64.00%),4 (0.08)
21,"Liberatore, Tom",30y 39d,187 (91-0-96 48.66%),71 (0.38),←,
11,"Macrae, Jack",27y 325d,199 (107-0-92 53.77%),46 (0.23),←,
27,"McComb, Robbie",26y 187d,9 (6-0-3 66.67%),6 (0.67),←,
30,"McNeil, Lachlan",21y 135d,24 (17-0-7 70.83%),17 (0.71),←,
33,"Naughton, Aaron",22y 206d,92 (53-0-39 57.61%),134 (1.46),←,
22,"OBrien, Tim",28y 88d,107 (57-3-47 54.67%),74 (0.69),10 (6-0-4 60.00%),1 (0.10)
20,"Richards, Ed",22y 356d,77 (40-0-37 51.95%),24 (0.31),←,
13,"Schache, Josh",24y 307d,70 (24-0-46 34.29%),77 (1.10),43 (21-0-22 48.84%),52 (1.21)
28,"Scott, Anthony",27y 116d,33 (23-0-10 69.70%),17 (0.52),←,
41,"Sweet, Jordon",24y 142d,9 (8-0-1 88.89%),2 (0.22),←,
1,"Treloar, Adam",29y 107d,204 (90-1-113 44.36%),121 (0.59),31 (20-0-11 64.52%),24 (0.77)
2,"Ugle-Hagan, Jamarra",20y 81d,13 (7-0-6 53.85%),13 (1.00),←,
19,"Weightman, Cody",21y 160d,31 (18-0-13 58.06%),50 (1.61),←,
14,"West, Rhylee",21y 347d,18 (13-0-5 72.22%),10 (0.56),←,
34,"Williams, Bailey",24y 257d,95 (52-0-43 54.74%),16 (0.17),←,
Totals,Totals,25y 260d,2128 (1132-5-991 53.20%),1142 (0.54),,
C,"Beveridge, Luke",51y 305d,174 (100-0-74 57.47%),,←,
