Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",7,1,2,9,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
10,"Ashcroft, Marcus",19,2,6,25,1,,,1.0,,,,,,1.0,,,,,,,,,
34,"Bamford, Scott",12,1,4,16,2,1.0,,1.0,,,,,,,,,,,,,,,
36,"Bradshaw, Daniel",1,1,1,2,1,,1.0,2.0,,,,,,,,,,,,,,,
1,"Champion, Richard",11,5,7,18,,1.0,,,,,,,1.0,1.0,,,,,,,,,
5,"Chapman, Nathan",9,1,1,10,,,,,,,,,2.0,2.0,,,,,,,,,
16,"Clarke, Matthew",4,3,8,12,,,26.0,1.0,,,,,1.0,3.0,,,,,,,,,
14,"Dickfos, Danny",6,5,6,12,,,,,,,,,1.0,2.0,,,,,,,,,
6,"Fletcher, Adrian",10,6,8,18,,1.0,,4.0,,,,,,,,,,,,,,,
8,"Gowers, Andrew",10,2,,10,,,,2.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",9,1,9,18,,,,2.0,,,,,,1.0,,,,,,,,,
2,"Johnson, Chris",7,1,2,9,,2.0,,2.0,,,,,1.0,2.0,,,,,,,,,
44,"Lappin, Nigel",8,1,7,15,1,,,,,,,,,,,,,,,,,,
15,"Lawrence, Steven",10,7,4,14,,,,2.0,,,,,1.0,1.0,,,,,,,,,
23,"Leppitsch, Justin",13,7,1,14,2,3.0,,1.0,,,,,1.0,,,,,,,,,,
11,"Lynch, Alastair",7,4,2,9,1,,,,,,,,,1.0,,,,,,,,,
42,"Lynch, Tristan",8,2,3,11,,,,4.0,,,,,1.0,1.0,,,,,,,,,
4,"McRae, Craig",8,,5,13,1,2.0,,2.0,,,,,,1.0,,,,,,,,,
28,"Robbins, Ben",8,2,5,13,,,,1.0,,,,,,,,,,,,,,,
38,"Scott, Dion",4,1,,4,2,,2.0,1.0,,,,,1.0,,,,,,,,,,
33,"White, Darryl",4,3,6,10,,,1.0,2.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,56,87,262,11,15.0,30.0,29.0,,,,,12.0,19.0,,,,,,,,,
Opposition,Opposition,241,119,113,354,18,12.0,23.0,34.0,,,,,19.0,12.0,6.0,,,,,,,,
