Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
10,"Brogan, Dean",33y 123d,175 (99-1-75 56.86%),50 (0.29),1 (0-0-1 0.00%),
14,"Bugg, Tomas",19y 10d,3 (0-0-3 0.00%),1 (0.33),←,
18,"Cameron, Jeremy",19y 14d,3 (0-0-3 0.00%),4 (1.33),←,
3,"Coniglio, Stephen",18y 122d,3 (0-0-3 0.00%),,←,
11,"Cornes, Chad",32y 155d,242 (133-1-108 55.17%),175 (0.72),3 (0-0-3 0.00%),
1,"Davis, Phil",21y 229d,21 (11-0-10 52.38%),2 (0.10),3 (0-0-3 0.00%),1 (0.33)
4,"Folau, Israel",23y 12d,3 (0-0-3 0.00%),,←,
26,"Giles, Jonathan",24y 98d,3 (0-0-3 0.00%),5 (1.67),←,
35,"Greene, Toby",18y 203d,3 (0-0-3 0.00%),,←,
2,"Hampton, Curtly",19y 36d,3 (0-0-3 0.00%),,←,
36,"Hombsch, Jack",19y 39d,3 (0-0-3 0.00%),,←,
40,"Kennedy, Adam",19y 278d,3 (0-0-3 0.00%),,←,
39,"Mohr, Tim",23y 179d,3 (0-0-3 0.00%),,←,
7,"Palmer, Rhys",23y 62d,56 (21-0-35 37.50%),25 (0.45),3 (0-0-3 0.00%),2 (0.67)
6,"Power, Luke",32y 98d,284 (152-3-129 54.05%),226 (0.80),2 (0-0-2 0.00%),
9,"Scully, Tom",20y 336d,33 (13-1-19 40.91%),6 (0.18),2 (0-0-2 0.00%),
5,"Shiel, Dylan",19y 37d,3 (0-0-3 0.00%),,←,
34,"Smith, Devon",18y 331d,3 (0-0-3 0.00%),1 (0.33),←,
20,"Tomlinson, Adam",18y 249d,2 (0-0-2 0.00%),1 (0.50),←,
31,"Townsend, Jacob",18y 300d,3 (0-0-3 0.00%),1 (0.33),←,
17,"Treloar, Adam",19y 37d,1 (0-0-1 0.00%),1 (1.00),←,
8,"Ward, Callan",22y 5d,63 (32-0-31 50.79%),36 (0.57),3 (0-0-3 0.00%),3 (1.00)
Totals,Totals,22y 1d,916 (461-6-449 50.33%),534 (0.58),,
C,"Sheedy, Kevin",64y 113d,637 (386-6-245 61.07%),,3 (0-0-3 0.00%),
