Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",10,3,7,17,,2.0,5.0,3.0,,2.0,1.0,3.0,,1.0,,4.0,14.0,,1.0,1.0,1.0,,85.0
14,"Birchall, Grant",12,4,9,21,,,,3.0,2.0,3.0,,2.0,,2.0,,4.0,17.0,,,3.0,,,82.0
30,"Brown, Campbell",5,3,1,6,,1.0,,6.0,1.0,3.0,1.0,2.0,1.0,2.0,,3.0,3.0,1.0,,4.0,,1.0,98.0
9,"Burgoyne, Shaun",14,4,8,22,,,,5.0,2.0,6.0,4.0,5.0,2.0,2.0,,10.0,12.0,,,,,1.0,79.0
8,"Ellis, Xavier",5,1,6,11,1,,1.0,6.0,2.0,1.0,4.0,3.0,,1.0,,6.0,5.0,,,3.0,1.0,,70.0
23,"Franklin, Lance",11,7,11,22,3,3.0,1.0,6.0,1.0,3.0,,6.0,3.0,5.0,,15.0,10.0,3.0,5.0,,2.0,1.0,93.0
6,"Gibson, Josh",4,,3,7,,,,3.0,3.0,2.0,,3.0,1.0,1.0,,4.0,3.0,,,3.0,,,76.0
27,"Gilham, Stephen",7,5,4,11,,,,2.0,5.0,,,1.0,1.0,,,6.0,5.0,3.0,,8.0,,,94.0
18,"Guerra, Brent",13,5,6,19,,,,4.0,4.0,3.0,,2.0,,1.0,,5.0,11.0,1.0,,2.0,1.0,,81.0
15,"Hodge, Luke",10,4,10,20,1,,,6.0,2.0,4.0,4.0,3.0,1.0,2.0,,12.0,9.0,3.0,1.0,2.0,,,81.0
3,"Lewis, Jordan",8,4,8,16,2,,3.0,1.0,,4.0,3.0,,2.0,,,11.0,5.0,1.0,1.0,1.0,,,92.0
29,"Murphy, Tom",10,5,10,20,,,,2.0,2.0,1.0,3.0,3.0,1.0,,,11.0,9.0,1.0,,6.0,,,91.0
7,"Osborne, Michael",10,4,4,14,,,2.0,2.0,1.0,4.0,1.0,3.0,,1.0,,7.0,8.0,,,1.0,,,77.0
48,"Peterson, Carl",5,2,5,10,,,2.0,5.0,,2.0,1.0,2.0,1.0,1.0,,4.0,5.0,,,3.0,,1.0,61.0
34,"Renouf, Brent",4,3,5,9,,1.0,17.0,8.0,,1.0,2.0,1.0,1.0,1.0,,4.0,5.0,1.0,1.0,5.0,,,64.0
33,"Rioli, Cyril",17,6,8,25,,1.0,2.0,4.0,3.0,5.0,6.0,2.0,5.0,,2.0,14.0,11.0,,,2.0,2.0,,83.0
2,"Roughead, Jarryd",5,2,2,7,2,1.0,1.0,1.0,,1.0,1.0,,2.0,,,6.0,1.0,1.0,2.0,2.0,,1.0,92.0
25,"Schoenmakers, Ryan",3,1,6,9,,,,2.0,,,,5.0,,,,6.0,3.0,,,3.0,,,77.0
12,"Sewell, Brad",13,4,11,24,1,1.0,1.0,7.0,3.0,4.0,3.0,3.0,2.0,2.0,,9.0,15.0,,,1.0,,,91.0
42,"Skipper, Wayde",7,2,2,9,,1.0,4.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,,5.0,4.0,,,2.0,,,55.0
39,"Stratton, Ben",9,7,5,14,,,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,6.0,9.0,2.0,,4.0,,,92.0
11,"Young, Clinton",8,4,3,11,1,2.0,,4.0,1.0,4.0,1.0,1.0,,1.0,,3.0,8.0,,,2.0,,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,80,134,324,11,17.0,39.0,88.0,36.0,56.0,38.0,53.0,27.0,25.0,2.0,155.0,172.0,17.0,11.0,58.0,7.0,6.0,
Opposition,Opposition,184,79,180,364,12,13.0,50.0,77.0,38.0,55.0,41.0,52.0,25.0,27.0,4.0,153.0,217.0,14.0,11.0,45.0,16.0,10.0,
