St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
18,"Bowey, Brett",20y 311d,25 (9-0-16 36.00%),27 (1.08),←,
29,"Burke, Nathan",20y 60d,61 (20-0-41 32.79%),20 (0.33),←,
44,"Devonport, Craig",20y 70d,5 (3-0-2 60.00%),3 (0.60),←,
2,"Frawley, Danny",26y 211d,124 (30-0-94 24.19%),9 (0.07),←,
6,"Grant, David",23y 243d,97 (25-0-72 25.77%),53 (0.55),←,
10,"Harding, Paul",25y 307d,35 (16-0-19 45.71%),4 (0.11),24 (9-0-15 37.50%),2 (0.08)
35,"Harvey, Robert",18y 229d,18 (6-0-12 33.33%),18 (1.00),←,
24,"Jeffrey, Russell",24y 60d,17 (5-0-12 29.41%),,←,
9,"Kitschke, Damian",23y 329d,2 (2-0-0 100.00%),1 (0.50),←,
3,"Krakouer, Jim",31y 176d,136 (72-3-61 54.04%),230 (1.69),2 (2-0-0 100.00%),1 (0.50)
32,"Lawrie, Grant",31y 129d,153 (77-1-75 50.65%),56 (0.37),2 (2-0-0 100.00%),
4,"Lockett, Tony",24y 29d,114 (31-0-83 27.19%),484 (4.25),←,
23,"Loewe, Stewart",21y 319d,75 (23-0-52 30.67%),54 (0.72),←,
19,"Nixon, Ricky",27y 4d,39 (12-0-27 30.77%),16 (0.41),35 (10-0-25 28.57%),15 (0.43)
27,"Owen, Rod",23y 66d,58 (15-0-43 25.86%),101 (1.74),←,
41,"Pekin, Tim",25y 75d,109 (51-0-58 46.79%),16 (0.15),2 (2-0-0 100.00%),1 (0.50)
37,"Rice, Dean",22y 21d,66 (22-0-44 33.33%),11 (0.17),←,
8,"Russo, Peter",30y 160d,184 (112-0-72 60.87%),118 (0.64),22 (7-0-15 31.82%),16 (0.73)
26,"Taylor, Kain",22y 175d,28 (7-0-21 25.00%),11 (0.39),←,
7,"Winmar, Nicky",24y 194d,65 (22-0-43 33.85%),125 (1.92),←,
Totals,Totals,24y 140d,1411 (560-4-847 39.69%),1357 (0.96),,
C,"Sheldon, Ken",30y 97d,2 (2-0-0 100.00%),,←,
