Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",30y 4d,261 (144-2-115 55.56%),352 (1.35),69 (20-0-49 28.99%),90 (1.30)
11,"Bennell, Harley",21y 228d,53 (13-0-40 24.53%),63 (1.19),←,
36,"Broughton, Greg",27y 231d,93 (41-0-52 44.09%),19 (0.20),25 (12-0-13 48.00%),4 (0.16)
12,"Day, Sam",21y 254d,50 (16-0-34 32.00%),36 (0.72),←,
23,"Dixon, Charlie",23y 237d,39 (13-0-26 33.33%),32 (0.82),←,
33,"Hall, Aaron",23y 190d,38 (16-0-22 42.11%),39 (1.03),←,
5,"Harbrow, Jarrod",25y 304d,134 (60-1-73 45.15%),39 (0.29),64 (20-0-44 31.25%),18 (0.28)
40,"Lemmens, Sean",19y 197d,8 (6-0-2 75.00%),1 (0.13),←,
19,"Lynch, Tom",21y 199d,46 (14-0-32 30.43%),53 (1.15),←,
32,"Matera, Brandon",22y 68d,46 (15-0-31 32.61%),48 (1.04),←,
17,"May, Steven",22y 128d,42 (14-0-28 33.33%),15 (0.36),←,
18,"McKenzie, Trent",22y 45d,65 (19-0-46 29.23%),19 (0.29),←,
1,"OMeara, Jaeger",20y 84d,30 (14-0-16 46.67%),19 (0.63),←,
10,"Prestia, Dion",21y 218d,59 (16-0-43 27.12%),15 (0.25),←,
35,"Rischitelli, Michael",28y 130d,165 (63-3-99 39.09%),73 (0.44),54 (14-0-40 25.93%),26 (0.48)
8,"Russell, Luke",22y 114d,49 (12-0-37 24.49%),18 (0.37),←,
6,"Sexton, Alex",20y 166d,11 (3-0-8 27.27%),4 (0.36),←,
26,"Shaw, Matt",22y 102d,60 (17-0-43 28.33%),23 (0.38),←,
2,"Smith, Zac",24y 85d,45 (9-0-36 20.00%),27 (0.60),←,
25,"Stanley, Danny",26y 89d,66 (20-0-46 30.30%),35 (0.53),61 (19-0-42 31.15%),35 (0.57)
24,"Swallow, David",21y 180d,59 (17-0-42 28.81%),30 (0.51),←,
16,"Thompson, Rory",23y 67d,41 (14-0-27 34.15%),7 (0.17),←,
Totals,Totals,23y 101d,1460 (556-6-898 38.08%),967 (0.66),,
C,"McKenna, Guy",45y 7d,74 (20-0-54 27.03%),,←,
