Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",28y 263d,149 (80-0-69 53.69%),21 (0.14),←,
35,"Biglands, Rhett",27y 357d,108 (63-0-45 58.33%),39 (0.36),←,
44,"Bock, Nathan",22y 160d,32 (20-0-12 62.50%),11 (0.34),←,
4,"Clarke, Matthew",31y 343d,227 (111-2-114 49.34%),34 (0.15),97 (49-0-48 50.52%),15 (0.15)
11,"Doughty, Michael",26y 22d,74 (47-0-27 63.51%),21 (0.28),←,
9,"Edwards, Tyson",29y 21d,218 (117-0-101 53.67%),139 (0.64),←,
36,"Goodwin, Simon",28y 244d,167 (94-0-73 56.29%),96 (0.57),←,
34,"Hart, Ben",31y 49d,295 (157-1-137 53.39%),45 (0.15),←,
37,"Hentschel, Trent",22y 245d,39 (23-0-16 58.97%),38 (0.97),←,
18,"Johncock, Graham",22y 310d,82 (46-0-36 56.10%),70 (0.85),←,
3,"Massie, Kris",25y 89d,86 (47-0-39 54.65%),21 (0.24),43 (21-0-22 48.84%),9 (0.21)
16,"McGregor, Ken",24y 210d,114 (60-0-54 52.63%),62 (0.54),←,
23,"McLeod, Andrew",29y 23d,237 (126-0-111 53.16%),234 (0.99),←,
22,"Perrie, Ian",26y 140d,91 (53-0-38 58.24%),101 (1.11),←,
33,"Reilly, Brent",21y 288d,43 (27-0-16 62.79%),16 (0.37),←,
32,"Ricciuto, Mark",30y 80d,284 (144-1-139 50.88%),235 (0.83),←,
25,"Rutten, Ben",22y 91d,33 (23-0-10 69.70%),3 (0.09),←,
12,"Shirley, Robert",25y 79d,72 (40-0-32 55.56%),14 (0.19),←,
14,"Skipworth, Hayden",22y 183d,35 (19-0-16 54.29%),20 (0.57),←,
5,"Thompson, Scott",22y 166d,60 (35-0-25 58.33%),44 (0.73),21 (17-0-4 80.95%),27 (1.29)
7,"van Berlo, Nathan",19y 82d,10 (9-0-1 90.00%),1 (0.10),←,
17,"Welsh, Scott",26y 263d,135 (81-0-54 60.00%),232 (1.72),99 (55-0-44 55.56%),202 (2.04)
Totals,Totals,25y 285d,2591 (1422-4-1165 54.88%),1497 (0.58),,
C,"Craig, Neil",49y 228d,31 (21-0-10 67.74%),,←,
