Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",26y 96d,109 (38-1-70 35.32%),72 (0.66),54 (31-0-23 57.41%),59 (1.09)
33,"Barlow, Kris",27y 315d,39 (22-0-17 56.41%),23 (0.59),←,
22,"Bowyer, Glen",21y 149d,29 (20-0-9 68.97%),13 (0.45),←,
17,"Chick, Daniel",25y 105d,116 (57-2-57 50.00%),114 (0.98),←,
25,"Clarke, Tim",19y 54d,9 (8-0-1 88.89%),3 (0.33),←,
9,"Crawford, Shane",26y 259d,166 (83-2-81 50.60%),133 (0.80),←,
24,"Croad, Trent",21y 78d,69 (37-1-31 54.35%),67 (0.97),←,
36,"Dent, Matthew",29y 129d,115 (48-1-66 42.17%),19 (0.17),5 (4-0-1 80.00%),
19,"Dixon, Ben",23y 346d,80 (45-1-34 56.88%),117 (1.46),←,
34,"Graham, Mark",28y 74d,148 (69-2-77 47.30%),49 (0.33),←,
5,"Harford, Daniel",24y 68d,126 (60-1-65 48.02%),57 (0.45),←,
8,"Johnson, Brett",19y 210d,9 (6-0-3 66.67%),,←,
37,"Lekkas, Angelo",24y 331d,95 (43-1-51 45.79%),30 (0.32),←,
15,"Lord, Aaron",25y 309d,113 (59-2-52 53.10%),136 (1.20),81 (36-1-44 45.06%),117 (1.44)
7,"McCabe, Luke",24y 289d,103 (51-1-51 50.00%),8 (0.08),←,
18,"McPharlin, Luke",19y 176d,11 (8-0-3 72.73%),3 (0.27),←,
12,"OFarrell, Brett",23y 143d,14 (8-0-6 57.14%),11 (0.79),6 (2-0-4 33.33%),2 (0.33)
13,"Picioane, Lance",20y 353d,23 (14-0-9 60.87%),7 (0.30),19 (13-0-6 68.42%),5 (0.26)
52,"Rehn, Shaun",29y 282d,143 (80-1-62 56.29%),60 (0.42),9 (8-0-1 88.89%),5 (0.56)
11,"Smith, Joel",24y 23d,101 (54-1-46 53.96%),69 (0.68),43 (25-1-17 59.30%),18 (0.42)
4,"Tallis, Rayden",25y 351d,102 (49-0-53 48.04%),13 (0.13),←,
23,"Thompson, Nathan",23y 101d,51 (30-1-20 59.80%),72 (1.41),←,
Totals,Totals,24y 126d,1771 (889-18-864 50.20%),1076 (0.61),,
C,"Schwab, Peter",40y 246d,33 (21-0-12 63.64%),,←,
