Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",18,6,4,22,,,,,,,,,,,3.0,,,,,,,,
16,"Croft, Matthew",3,1,2,5,,,,3.0,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",10,6,2,12,3,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,
1,"Grgic, Ilija",5,3,3,8,,,8.0,,,,,,2.0,2.0,,,,,,,,,
37,"Hargraves, Daniel",7,2,1,8,4,1.0,,,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",18,3,2,20,,,1.0,1.0,,,,,1.0,,,,,,,,,,
6,"Johnson, Brad",10,4,5,15,,,,,,,,,,3.0,,,,,,,,,
4,"Kellett, Nigel",9,3,3,12,,,,2.0,,,,,1.0,2.0,,,,,,,,,
2,"Kolyniuk, Steven",12,5,3,15,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
35,"Kretiuk, Steven",5,2,3,8,,,,2.0,,,,,1.0,1.0,,,,,,,,,
36,"Lane, Tyson",8,4,1,9,2,1.0,1.0,3.0,,,,,1.0,2.0,2.0,,,,,,,,
39,"Liberatore, Tony",14,,3,17,,,,5.0,,,,,2.0,,,,,,,,,,
44,"Osborne, Richard",3,2,2,5,,2.0,,1.0,,,,,,,,,,,,,,,
11,"Romero, Jose",13,3,5,18,1,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
38,"Sir, Sedat",1,,1,2,,,,2.0,,,,,,1.0,,,,,,,,,
5,"Smith, Rohan",13,5,6,19,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
17,"Standfield, Barry",8,3,3,11,,,9.0,3.0,,,,,,1.0,,,,,,,,,
24,"Wallis, Stephen",11,4,1,12,,,,,,,,,1.0,2.0,,,,,,,,,
25,"Watts, Jason",,,,,,,,,,,,,,,,,,,,,,,
7,"West, Scott",15,,5,20,,,,2.0,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",3,5,12,15,1,,10.0,,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,61,67,253,14,11.0,29.0,30.0,,,,,19.0,22.0,5.0,,,,,,,,
Opposition,Opposition,172,63,80,252,10,11.0,29.0,37.0,,,,,22.0,19.0,1.0,,,,,,,,
