Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Franklin, Lance",13,5.0,3,16,3.0,1.0,,1.0,,6.0,,3.0,2.0,3.0,1.0,12,5,3.0,1.0,3.0,2.0,1.0,95.0
39,"Grundy, Heath",7,1.0,6,13,,,,4.0,5.0,,,2.0,1.0,1.0,,5,7,,,6.0,,,85.0
4,"Hannebery, Dan",13,3.0,15,28,,,,5.0,3.0,3.0,2.0,4.0,,,,9,19,,1.0,,,1.0,82.0
9,"Hayward, Will",3,,3,6,,1.0,,3.0,,1.0,,3.0,,,,1,3,,,2.0,,,63.0
5,"Heeney, Isaac",11,4.0,7,18,,,,10.0,,2.0,5.0,6.0,,4.0,,9,11,1.0,,4.0,,,88.0
29,"Hewett, George",6,,17,23,,,,10.0,1.0,2.0,1.0,5.0,1.0,2.0,,18,6,,,,,,69.0
15,"Jack, Kieren",6,,5,11,1.0,,,9.0,,1.0,,3.0,2.0,2.0,,5,6,,,1.0,,,78.0
10,"Jones, Zak",14,5.0,7,21,1.0,,,3.0,6.0,2.0,5.0,5.0,2.0,3.0,,9,13,1.0,2.0,2.0,,2.0,87.0
12,"Kennedy, Josh",18,5.0,13,31,1.0,,,7.0,5.0,5.0,5.0,6.0,1.0,,3.0,18,12,1.0,1.0,,,1.0,88.0
44,"Lloyd, Jake",20,5.0,3,23,,1.0,,3.0,6.0,4.0,3.0,5.0,,2.0,,4,15,,1.0,1.0,,1.0,87.0
3,"McVeigh, Jarrad",14,3.0,7,21,1.0,1.0,,5.0,3.0,,,2.0,,1.0,,2,16,,1.0,1.0,1.0,,93.0
43,"Melican, Lewis",9,5.0,4,13,,,,2.0,5.0,2.0,,1.0,,1.0,,2,11,,,3.0,,,91.0
14,"Mills, Callum",8,7.0,6,14,,,,3.0,5.0,1.0,2.0,1.0,,,,4,10,,,8.0,,,77.0
41,"Papley, Tom",12,,4,16,1.0,,,9.0,,3.0,2.0,2.0,1.0,1.0,,12,5,,,1.0,3.0,,87.0
26,"Parker, Luke",14,1.0,16,30,,,,4.0,1.0,3.0,10.0,9.0,,2.0,,19,9,1.0,,3.0,,,85.0
24,"Rampe, Dane",9,4.0,7,16,,,,1.0,5.0,,,1.0,,1.0,,5,10,,,6.0,,,87.0
20,"Reid, Sam",7,7.0,6,13,2.0,1.0,,,,1.0,,1.0,1.0,1.0,,6,7,3.0,4.0,3.0,,,94.0
16,"Rohan, Gary",5,1.0,3,8,2.0,,,7.0,2.0,2.0,,4.0,1.0,1.0,,4,3,,,1.0,,,77.0
18,"Sinclair, Callum",5,1.0,3,8,,,25.0,1.0,1.0,,3.0,4.0,1.0,1.0,,7,1,,,8.0,,,67.0
40,"Smith, Nick",7,5.0,3,10,,,,,3.0,,,,,,,2,8,1.0,,4.0,,,88.0
8,"Tippett, Kurt",7,2.0,7,14,1.0,,17.0,3.0,,2.0,2.0,4.0,1.0,2.0,,9,5,1.0,1.0,4.0,,1.0,66.0
22,"Towers, Dean",2,3.0,4,6,,,,3.0,,2.0,1.0,1.0,,,,3,3,,,,,,68.0
Totals,Totals,210,67.0,149,359,13.0,5.0,42.0,93.0,51.0,42.0,41.0,72.0,14.0,28.0,4.0,165,185,12.0,12.0,61.0,6.0,7.0,
Opposition,Opposition,232,85.0,178,410,11.0,14.0,53.0,87.0,26.0,63.0,37.0,54.0,28.0,14.0,2.0,187,230,13.0,14.0,60.0,2.0,9.0,
