Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 223d,64 (26-2-36 42.19%),36 (0.56),←,
50,"Ballantyne, Jon",22y 5d,5 (2-0-3 40.00%),15 (3.00),←,
35,"Baxter, Darren",26y 137d,100 (44-3-53 45.50%),16 (0.16),←,
18,"Cameron, Leon",18y 335d,37 (18-1-18 50.00%),17 (0.46),←,
1,"Charles, Justin",20y 309d,23 (11-1-11 50.00%),12 (0.52),←,
20,"Coleman, Glenn",30y 181d,162 (86-2-74 53.70%),91 (0.56),37 (18-1-18 50.00%),27 (0.73)
37,"Croft, Matthew",18y 158d,2 (1-0-1 50.00%),1 (0.50),←,
12,"Eppelstun, Greg",24y 260d,97 (47-2-48 49.48%),1 (0.01),←,
32,"Foster, Peter",31y 62d,146 (75-3-68 52.40%),53 (0.36),139 (72-3-64 52.88%),51 (0.37)
29,"Grant, Chris",18y 233d,31 (15-1-15 50.00%),63 (2.03),←,
7,"Hawkins, Doug",31y 90d,261 (104-4-153 40.61%),157 (0.60),←,
10,"Hunter, Mark",25y 334d,57 (23-2-32 42.11%),2 (0.04),←,
4,"Kellett, Nigel",21y 228d,16 (6-0-10 37.50%),3 (0.19),←,
8,"Kennedy, Rick",30y 235d,154 (65-2-87 42.86%),34 (0.22),←,
21,"Kolyniuk, Steven",21y 29d,40 (18-1-21 46.25%),42 (1.05),←,
39,"Liberatore, Tony",25y 173d,55 (29-1-25 53.64%),34 (0.62),←,
27,"Macpherson, Stephen",26y 244d,134 (62-3-69 47.39%),135 (1.01),←,
25,"Mansfield, Matthew",22y 40d,1 (0-0-1 0.00%),,←,
33,"Royal, Brian",29y 234d,170 (87-2-81 51.76%),231 (1.36),←,
15,"Wynd, Scott",21y 190d,53 (22-1-30 42.45%),10 (0.19),←,
Totals,Totals,24y 185d,1608 (741-31-836 46.08%),953 (0.59),,
C,"Wheeler, Terry",36y 143d,40 (19-1-20 48.75%),,←,
