Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",27y 123d,186 (75-3-108 41.13%),296 (1.59),2 (0-0-2 0.00%),6 (3.00)
16,"Brown, Luke",21y 188d,26 (12-0-14 46.15%),1 (0.04),←,
2,"Crouch, Brad",20y 74d,16 (7-0-9 43.75%),4 (0.25),←,
32,"Dangerfield, Patrick",23y 358d,111 (56-0-55 50.45%),127 (1.14),←,
26,"Douglas, Richard",27y 51d,137 (69-0-68 50.36%),97 (0.71),←,
38,"Grigg, Mitch",21y 86d,7 (4-0-3 57.14%),9 (1.29),←,
24,"Jacobs, Sam",25y 353d,84 (41-0-43 48.81%),18 (0.21),67 (34-0-33 50.75%),15 (0.22)
10,"Jaensch, Matthew",24y 192d,47 (20-0-27 42.55%),19 (0.40),←,
8,"Johnston, Lewis",23y 26d,10 (5-0-5 50.00%),16 (1.60),8 (4-0-4 50.00%),15 (1.88)
17,"Kerridge, Sam",20y 337d,14 (6-0-8 42.86%),14 (1.00),←,
14,"Mackay, David",25y 247d,107 (61-0-46 57.01%),30 (0.28),←,
35,"McKernan, Shaun",23y 209d,34 (12-0-22 35.29%),21 (0.62),←,
1,"Podsiadly, James",32y 200d,85 (62-0-23 72.94%),170 (2.00),2 (0-0-2 0.00%),1 (0.50)
40,"Porplyzia, Jason",29y 122d,128 (74-0-54 57.81%),180 (1.41),←,
3,"Reilly, Brent",30y 137d,194 (106-0-88 54.64%),52 (0.27),←,
25,"Rutten, Ben",30y 305d,217 (123-0-94 56.68%),8 (0.04),←,
34,"Shaw, Sam",22y 358d,18 (12-0-6 66.67%),,←,
9,"Sloane, Rory",24y 12d,80 (41-0-39 51.25%),49 (0.61),←,
33,"Smith, Brodie",22y 74d,56 (30-0-26 53.57%),12 (0.21),←,
12,"Talia, Daniel",22y 178d,56 (31-0-25 55.36%),4 (0.07),←,
5,"Thompson, Scott",31y 15d,247 (135-0-112 54.66%),147 (0.60),208 (117-0-91 56.25%),130 (0.63)
11,"Wright, Matthew",24y 105d,60 (30-0-30 50.00%),44 (0.73),←,
Totals,Totals,25y 87d,1920 (1012-3-905 52.71%),1318 (0.69),,
C,"Sanderson, Brenton",40y 30d,49 (28-0-21 57.14%),,←,
