Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Bradley, Craig",21,9,10,31,,1.0,,,,,,,1.0,,3.0,,,,,,,,
20,"Brown, Fraser",9,2,6,15,2,,,1.0,,,,,,2.0,,,,,,,,,
16,"Camporeale, Scott",12,2,4,16,1,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
39,"Christou, Ang",9,4,3,12,,,,,,,,,,,,,,,,,,,
35,"Dean, Peter",11,7,10,21,,1.0,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,
13,"Hanna, Mil",10,2,5,15,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
4,"Kernahan, Stephen",11,10,1,12,3,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
43,"Koutoufides, Anthony",4,4,6,10,,,2.0,3.0,,,,,1.0,1.0,,,,,,,,,
15,"Lynn, Tony",2,1,1,3,,1.0,,,,,,,,,,,,,,,,,
44,"Madden, Justin",4,3,5,9,1,,14.0,1.0,,,,,1.0,1.0,,,,,,,,,
22,"Manton, Glenn",2,1,3,5,,1.0,,1.0,,,,,,,,,,,,,,,
5,"McKay, Andrew",9,3,4,13,,,,6.0,,,,,2.0,,,,,,,,,,
10,"Mitchell, Barry",7,1,5,12,,,,3.0,,,,,,,,,,,,,,,
19,"Pearce, Brad",10,2,1,11,4,2.0,,1.0,,,,,,,,,,,,,,,
7,"Ratten, Brett",11,3,9,20,,1.0,,8.0,,,,,2.0,,,,,,,,,,
23,"Rice, Dean",1,,3,4,,,,1.0,,,,,,,,,,,,,,,
14,"Sexton, Michael",10,6,5,15,1,,,,,,,,,,,,,,,,,,
1,"Silvagni, Stephen",6,3,3,9,,,,2.0,,,,,2.0,1.0,,,,,,,,,
11,"Spalding, Earl",3,1,1,4,,,2.0,2.0,,,,,1.0,,,,,,,,,,
32,"Whitehead, Adrian",9,3,5,14,,,,,,,,,2.0,1.0,,,,,,,,,
2,"Williams, Greg",15,5,9,24,3,2.0,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,72,99,275,16,16.0,20.0,35.0,,,,,19.0,12.0,4.0,,,,,,,,
Opposition,Opposition,191,75,94,285,15,19.0,15.0,27.0,,,,,12.0,19.0,2.0,,,,,,,,
