St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",25y 75d,109 (47-1-61 43.58%),23 (0.21),←,
14,"Ball, Luke",21y 72d,60 (38-0-22 63.33%),35 (0.58),←,
27,"Blake, Jason",24y 143d,69 (31-1-37 45.65%),13 (0.19),←,
26,"Dal Santo, Nick",21y 164d,70 (37-1-32 53.57%),34 (0.49),←,
25,"Fisher, Sam",23y 26d,26 (17-0-9 65.38%),2 (0.08),←,
9,"Gehrig, Fraser",29y 155d,209 (108-1-100 51.91%),397 (1.90),94 (45-0-49 47.87%),238 (2.53)
34,"Guerra, Brent",23y 68d,93 (67-0-26 72.04%),82 (0.88),28 (20-0-8 71.43%),43 (1.54)
2,"Hamill, Aaron",27y 350d,177 (86-0-91 48.59%),230 (1.30),85 (37-0-48 43.53%),116 (1.36)
35,"Harvey, Robert",33y 349d,312 (152-3-157 49.20%),178 (0.57),←,
7,"Hayes, Lenny",25y 203d,135 (56-2-77 42.22%),52 (0.39),←,
8,"Hudghton, Max",28y 337d,172 (75-2-95 44.19%),14 (0.08),←,
5,"Jones, Austinn",28y 311d,221 (100-2-119 45.70%),126 (0.57),←,
23,"Koschitzke, Justin",22y 319d,69 (34-0-35 49.28%),61 (0.88),←,
31,"Maguire, Matt",21y 67d,64 (34-0-30 53.13%),15 (0.23),←,
44,"Milne, Stephen",25y 150d,92 (39-1-52 42.93%),196 (2.13),←,
11,"Montagna, Leigh",21y 276d,25 (15-0-10 60.00%),24 (0.96),←,
1,"Peckett, Justin",32y 304d,231 (100-2-129 43.72%),44 (0.19),←,
19,"Penny, Luke",24y 178d,78 (42-0-36 53.85%),7 (0.09),43 (27-0-16 62.79%),2 (0.05)
17,"Powell, Stephen",28y 332d,127 (79-1-47 62.60%),93 (0.73),53 (33-0-20 62.26%),29 (0.55)
12,"Riewoldt, Nick",22y 292d,86 (39-1-46 45.93%),143 (1.66),←,
4,"Thompson, Andrew",32y 288d,189 (85-2-102 45.50%),92 (0.49),←,
13,"Voss, Brett",27y 164d,131 (62-2-67 48.09%),44 (0.34),96 (43-1-52 45.31%),33 (0.34)
Totals,Totals,26y 28d,2745 (1343-22-1380 48.93%),1905 (0.69),,
C,"Thomas, Grant",47y 172d,95 (46-1-48 48.95%),,←,
