Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",7,2,11,18,,,,1.0,,,,,2.0,3.0,,,,,,,,,
32,"Baldwin, Jason",3,1,,3,,,,,,,,,1.0,,,,,,,,,,
22,"Bamford, Scott",10,1,6,16,,1.0,,1.0,,,,,1.0,,,,,,,,,,
14,"Bizzotto, Frank",2,3,10,12,,,,2.0,,,,,,2.0,,,,,,,,,
1,"Boyd, Brad",10,2,7,17,1,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
27,"Chandler, Brett",9,5,2,11,,,,2.0,,,,,1.0,,,,,,,,,,
35,"Cook, Brett",1,,1,2,,,2.0,,,,,,2.0,,,,,,,,,,
24,"Cummings, Trent",3,,4,7,,1.0,,4.0,,,,,1.0,,,,,,,,,,
31,"Dent, Matthew",10,7,8,18,,,,2.0,,,,,3.0,3.0,,,,,,,,,
20,"Dwyer, Mick",,,,,,,,,,,,,,,,,,,,,,,
17,"Hawking, Simon",5,4,2,7,,,,1.0,,,,,,1.0,,,,,,,,,
10,"Hogg, Jeff",11,2,3,14,2,1.0,1.0,3.0,,,,,6.0,,,,,,,,,,
2,"Johnson, Chris",13,2,2,15,4,,,2.0,,,,,2.0,,,,,,,,,,
25,"McCarthy, John",5,4,3,8,,,,2.0,,,,,,,,,,,,,,,
11,"McGregor, Anthony",12,2,2,14,1,,,2.0,,,,,2.0,3.0,,,,,,,,,
7,"Molloy, Jarrod",5,4,,5,1,2.0,,1.0,,,,,,2.0,,,,,,,,,
4,"Paxman, Stephen",4,1,2,6,,,,,,,,,2.0,1.0,,,,,,,,,
8,"Pike, Martin",13,4,5,18,,,,,,,,,,2.0,,,,,,,,,
12,"Primus, Matthew",4,2,1,5,1,,14.0,,,,,,1.0,5.0,,,,,,,,,
37,"Rombotis, John",3,1,2,5,1,,,,,,,,2.0,1.0,,,,,,,,,
33,"Warfe, Rowan",7,2,7,14,,,,3.0,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,137,49,78,215,11,9.0,17.0,27.0,,,,,31.0,24.0,,,,,,,,,
Opposition,Opposition,206,94,128,334,24,16.0,13.0,30.0,,,,,24.0,31.0,6.0,,,,,,,,
