Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Biddiscombe, Craig",20y 238d,20 (13-1-6 67.50%),3 (0.15),←,
16,"Brownless, Bill",30y 109d,195 (116-2-77 60.00%),439 (2.25),←,
8,"Burns, Ronnie",24y 65d,29 (18-1-10 63.79%),52 (1.79),←,
2,"Colbert, Leigh",21y 344d,73 (49-1-23 67.81%),30 (0.41),←,
33,"Corrigan, Paul",19y 291d,4 (2-0-2 50.00%),,←,
36,"Graham, Ben",23y 196d,57 (40-0-17 70.18%),5 (0.09),←,
22,"Hargreaves, Tim",21y 352d,46 (20-1-25 44.57%),63 (1.37),4 (3-0-1 75.00%),6 (1.50)
32,"Hocking, Garry",28y 221d,193 (114-2-77 59.59%),176 (0.91),←,
3,"Houlihan, Adam",19y 41d,5 (5-0-0 100.00%),7 (1.40),←,
13,"Kilpatrick, Glenn",24y 261d,45 (26-0-19 57.78%),7 (0.16),19 (12-0-7 63.16%),3 (0.16)
1,"King, Steven",18y 176d,19 (10-0-9 52.63%),5 (0.26),←,
21,"Mansfield, Michael",25y 282d,125 (76-1-48 61.20%),72 (0.58),←,
17,"McGrath, Tim",26y 222d,129 (84-1-44 65.50%),12 (0.09),122 (80-1-41 65.98%),12 (0.10)
28,"McKinnon, Martin",21y 316d,52 (27-1-24 52.88%),24 (0.46),27 (17-1-9 64.81%),17 (0.63)
23,"Pickering, Liam",28y 250d,92 (57-1-34 62.50%),42 (0.46),70 (48-1-21 69.29%),34 (0.49)
15,"Riccardi, Peter",24y 151d,111 (72-1-38 65.32%),113 (1.02),←,
27,"Sanderson, Brenton",23y 79d,51 (31-1-19 61.76%),12 (0.24),41 (29-1-11 71.95%),7 (0.17)
12,"Sholl, Brad",24y 188d,57 (36-1-20 64.04%),10 (0.18),55 (36-1-18 66.36%),10 (0.18)
20,"Steinfort, Carl",20y 46d,10 (6-0-4 60.00%),5 (0.50),←,
26,"Stoneham, Barry",29y 97d,181 (108-2-71 60.22%),162 (0.90),←,
10,"Tanner, Grant",26y 297d,59 (38-1-20 65.25%),27 (0.46),←,
Totals,Totals,24y 10d,1553 (948-18-587 61.04%),1266 (0.82),,
C,"Ayres, Gary",36y 231d,56 (37-1-18 66.96%),,←,
