Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",14,8,8,22,,,,1.0,4.0,2.0,,1.0,1.0,,,6.0,15.0,,,12.0,,,97.0
7,"Berry, Jarrod",14,8,12,26,1,2.0,,1.0,,6.0,3.0,7.0,1.0,2.0,,8.0,18.0,1.0,1.0,3.0,,,82.0
23,"Cameron, Charlie",14,3,,14,,3.0,,2.0,,5.0,,3.0,1.0,,,5.0,10.0,,1.0,2.0,1.0,,87.0
3,"Christensen, Allen",9,5,13,22,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,5.0,17.0,,,,,2.0,73.0
27,"Gardiner, Darcy",10,4,3,13,,,,1.0,2.0,1.0,,2.0,1.0,1.0,,4.0,9.0,1.0,,2.0,,,78.0
30,"Hipwood, Eric",4,2,3,7,1,,,2.0,,3.0,,3.0,1.0,1.0,,4.0,2.0,1.0,,,,,84.0
2,"Hodge, Luke",12,6,4,16,,,,2.0,4.0,1.0,,1.0,1.0,1.0,,4.0,13.0,,,5.0,,,83.0
17,"Lyons, Jarryd",6,2,12,18,,,,4.0,,2.0,3.0,2.0,,,,5.0,14.0,,,2.0,,1.0,75.0
12,"Martin, Stefan",8,3,6,14,,,29.0,2.0,1.0,3.0,6.0,2.0,3.0,1.0,,6.0,9.0,,,6.0,,1.0,79.0
36,"Mathieson, Rhys",7,,7,14,1,1.0,,1.0,,2.0,1.0,,1.0,,,5.0,9.0,,,,,,80.0
11,"McCarthy, Lincoln",6,3,6,12,1,,,1.0,,2.0,,4.0,1.0,1.0,,6.0,6.0,,,1.0,,,74.0
6,"McCluggage, Hugh",11,5,9,20,2,,,2.0,1.0,3.0,1.0,5.0,1.0,2.0,,5.0,16.0,,,2.0,,,83.0
46,"McInerney, Oscar",1,3,6,7,1,,14.0,2.0,,,2.0,3.0,2.0,1.0,,7.0,1.0,2.0,1.0,3.0,,,75.0
25,"McStay, Daniel",4,7,6,10,2,1.0,,1.0,,1.0,,,,,,4.0,6.0,2.0,3.0,3.0,,,84.0
9,"Neale, Lachie",12,7,28,40,,,,6.0,2.0,2.0,8.0,1.0,2.0,,2.0,22.0,17.0,,,1.0,1.0,,87.0
16,"Rayner, Cam",5,4,2,7,,1.0,,,1.0,,,1.0,1.0,,,1.0,6.0,,1.0,,,,78.0
10,"Rich, Daniel",16,3,8,24,,,,1.0,2.0,5.0,4.0,2.0,2.0,,,8.0,15.0,,,2.0,,1.0,82.0
18,"Robertson, Nick",3,4,6,9,,,,5.0,2.0,,,,,,,2.0,8.0,,,2.0,,,86.0
5,"Robinson, Mitch",12,6,6,18,,,,2.0,4.0,5.0,2.0,3.0,,2.0,,4.0,13.0,,,1.0,,,79.0
14,"Walker, Josh",10,7,4,14,,,,1.0,3.0,1.0,,,,,,6.0,7.0,2.0,,3.0,,,94.0
29,"Witherden, Alex",20,5,8,28,,,,1.0,11.0,2.0,,3.0,,1.0,,3.0,19.0,,,3.0,,,81.0
15,"Zorko, Dayne",18,6,4,22,,,,4.0,1.0,7.0,4.0,8.0,2.0,2.0,,11.0,11.0,,,1.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,101,161,377,9,11.0,43.0,43.0,39.0,54.0,35.0,52.0,23.0,15.0,2.0,131.0,241.0,9.0,7.0,54.0,2.0,5.0,
Opposition,Opposition,234,103,174,408,17,10.0,25.0,56.0,44.0,57.0,37.0,64.0,15.0,23.0,4.0,158.0,250.0,15.0,11.0,59.0,9.0,14.0,
