Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Barry, Leo",7,6,3,10,,,,2.0,,,,,,,,2.0,7.0,,,,1.0,,100.0
42,"Bevan, Paul",6,2,8,14,,,,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,6.0,7.0,,,,,1.0,64.0
6,"Bolton, Craig",9,9,5,14,,,,2.0,5.0,1.0,,1.0,,1.0,,1.0,12.0,,,4.0,1.0,,97.0
24,"Bolton, Jude",12,3,2,14,1,,,2.0,1.0,1.0,6.0,1.0,1.0,1.0,,6.0,5.0,,1.0,4.0,,,78.0
32,"Buchanan, Amon",12,5,5,17,1,1.0,,4.0,,5.0,3.0,1.0,2.0,,,7.0,9.0,,1.0,2.0,,2.0,71.0
2,"Davis, Nick",11,6,3,14,,1.0,,2.0,1.0,2.0,2.0,1.0,,1.0,,3.0,11.0,,1.0,2.0,,,78.0
26,"Dempster, Sean",4,3,2,6,1,,,2.0,,2.0,,2.0,,,,,6.0,,,1.0,,,68.0
15,"Doyle, Stephen",3,3,4,7,1,,18.0,3.0,,1.0,3.0,1.0,1.0,,,5.0,2.0,2.0,1.0,,,,52.0
12,"Fosdike, Nic",19,2,5,24,1,,,6.0,3.0,7.0,6.0,5.0,1.0,1.0,,11.0,14.0,,,2.0,,1.0,78.0
37,"Goodes, Adam",18,5,6,24,1,,,6.0,5.0,5.0,2.0,2.0,,2.0,3.0,9.0,15.0,1.0,,,2.0,1.0,93.0
39,"Grundy, Heath",2,2,2,4,,1.0,,,,,,3.0,,2.0,,3.0,1.0,1.0,1.0,,,1.0,67.0
1,"Hall, Barry",3,3,5,8,2,,,4.0,,1.0,,1.0,1.0,1.0,,6.0,1.0,2.0,1.0,2.0,,,88.0
16,"Jolly, Darren",9,5,3,12,,1.0,41.0,1.0,3.0,1.0,5.0,2.0,3.0,2.0,,7.0,5.0,1.0,,3.0,,,71.0
17,"Kennelly, Tadhg",6,3,5,11,1,,,3.0,,,,1.0,,1.0,,1.0,10.0,,,4.0,1.0,,98.0
31,"Kirk, Brett",6,1,4,10,,,,2.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,4.0,,,1.0,,,94.0
9,"Malceski, Nick",17,5,3,20,1,,,5.0,1.0,6.0,1.0,4.0,1.0,2.0,,4.0,16.0,,1.0,1.0,1.0,1.0,68.0
4,"Mathews, Ben",3,3,3,6,1,,,4.0,1.0,,1.0,1.0,2.0,,,3.0,3.0,,,2.0,,,95.0
3,"McVeigh, Jarrad",5,4,5,10,1,,,3.0,1.0,2.0,,1.0,,,,3.0,7.0,1.0,,,,,81.0
5,"OKeefe, Ryan",20,8,7,27,,1.0,,5.0,2.0,7.0,4.0,5.0,,,,9.0,17.0,,1.0,,,1.0,90.0
19,"OLoughlin, Michael",9,2,2,11,2,,,3.0,,3.0,1.0,,1.0,,,4.0,6.0,,,,,,84.0
25,"Richards, Ted",7,7,5,12,,,,1.0,2.0,3.0,,,,,,5.0,8.0,2.0,,6.0,,,100.0
13,"Schneider, Adam",8,1,4,12,,1.0,,4.0,,2.0,3.0,,1.0,,,4.0,7.0,,,4.0,1.0,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,88,91,287,14,13.0,59.0,66.0,27.0,52.0,46.0,34.0,17.0,16.0,5.0,106.0,173.0,10.0,8.0,38.0,7.0,8.0,
Opposition,Opposition,192,105,125,317,6,4.0,24.0,61.0,42.0,32.0,33.0,44.0,16.0,17.0,1.0,105.0,211.0,4.0,6.0,38.0,11.0,3.0,
