Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",29y 191d,163 (90-0-73 55.21%),22 (0.13),←,
35,"Biglands, Rhett",28y 285d,123 (74-0-49 60.16%),51 (0.41),←,
10,"Bode, Matthew",26y 352d,95 (51-0-44 53.68%),76 (0.80),66 (40-0-26 60.61%),51 (0.77)
11,"Doughty, Michael",26y 315d,88 (57-0-31 64.77%),28 (0.32),←,
9,"Edwards, Tyson",29y 314d,231 (126-0-105 54.55%),146 (0.63),←,
36,"Goodwin, Simon",29y 172d,182 (105-0-77 57.69%),107 (0.59),←,
37,"Hentschel, Trent",23y 173d,53 (34-0-19 64.15%),68 (1.28),←,
18,"Johncock, Graham",23y 238d,97 (57-0-40 58.76%),76 (0.78),←,
21,"Knights, Chris",19y 264d,11 (10-0-1 90.91%),1 (0.09),←,
20,"Maric, Ivan",20y 163d,4 (4-0-0 100.00%),1 (0.25),←,
3,"Massie, Kris",26y 17d,97 (56-0-41 57.73%),21 (0.22),54 (30-0-24 55.56%),9 (0.17)
39,"Mattner, Martin",23y 314d,67 (42-0-25 62.69%),12 (0.18),←,
16,"McGregor, Ken",25y 138d,129 (71-0-58 55.04%),82 (0.64),←,
23,"McLeod, Andrew",29y 316d,252 (137-0-115 54.37%),239 (0.95),←,
33,"Reilly, Brent",22y 216d,56 (37-0-19 66.07%),26 (0.46),←,
32,"Ricciuto, Mark",31y 8d,296 (153-1-142 51.86%),266 (0.90),←,
25,"Rutten, Ben",23y 19d,48 (34-0-14 70.83%),5 (0.10),←,
12,"Shirley, Robert",26y 7d,87 (51-0-36 58.62%),20 (0.23),←,
27,"Stevens, Scott",24y 152d,45 (19-1-25 43.33%),31 (0.69),20 (9-0-11 45.00%),14 (0.70)
5,"Thompson, Scott",23y 94d,74 (45-0-29 60.81%),55 (0.74),35 (27-0-8 77.14%),38 (1.09)
15,"Torney, Jason",29y,165 (87-1-77 53.03%),24 (0.15),47 (28-0-19 59.57%),8 (0.17)
28,"Vince, Bernie",20y 257d,4 (4-0-0 100.00%),1 (0.25),←,
Totals,Totals,25y 232d,2367 (1344-3-1020 56.78%),1358 (0.57),,
C,"Craig, Neil",50y 156d,46 (32-0-14 69.57%),,←,
