Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",25y 172d,117 (58-2-57 50.43%),69 (0.59),←,
18,"Cameron, Leon",21y 284d,72 (37-1-34 52.08%),32 (0.44),←,
16,"Croft, Matthew",21y 107d,12 (6-0-6 50.00%),13 (1.08),←,
32,"Ellis, Craig",19y 9d,7 (3-0-4 42.86%),,←,
3,"Grant, Chris",21y 182d,87 (47-1-39 54.60%),176 (2.02),←,
1,"Grgic, Ilija",22y 100d,20 (11-0-9 55.00%),37 (1.85),←,
37,"Hargraves, Daniel",18y 140d,2 (1-0-1 50.00%),1 (0.50),←,
7,"Hawkins, Doug",34y 39d,318 (136-4-178 43.40%),214 (0.67),←,
10,"Hunter, Mark",28y 283d,101 (48-2-51 48.51%),5 (0.05),←,
21,"Kolyniuk, Steven",23y 343d,85 (42-1-42 50.00%),97 (1.14),←,
12,"Koster, Kym",21y 132d,10 (4-0-6 40.00%),4 (0.40),←,
35,"Kretiuk, Steven",21y 344d,28 (17-0-11 60.71%),7 (0.25),←,
39,"Liberatore, Tony",28y 122d,115 (64-1-50 56.09%),64 (0.56),←,
22,"Quill, Peter",24y 294d,22 (12-0-10 54.55%),6 (0.27),←,
5,"Smith, Rohan",21y 13d,24 (16-0-8 66.67%),18 (0.75),←,
8,"Southern, Daniel",19y 163d,11 (5-0-6 45.45%),3 (0.27),←,
17,"Standfield, Barry",24y 120d,63 (35-0-28 55.56%),26 (0.41),←,
24,"Wallis, Stephen",29y 229d,215 (114-2-99 53.49%),52 (0.24),←,
25,"Watts, Jason",22y 319d,11 (5-0-6 45.45%),2 (0.18),←,
14,"West, Scott",19y 211d,27 (14-0-13 51.85%),23 (0.85),←,
15,"Wynd, Scott",24y 139d,103 (52-1-50 50.97%),16 (0.16),←,
Totals,Totals,23y 196d,1450 (727-15-708 50.14%),865 (0.60),,
C,"Joyce, Alan",51y 235d,102 (71-0-31 69.61%),,9 (4-0-5 44.44%),
