Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",9,7.0,3.0,12,1.0,,,4.0,2.0,1.0,,,,,,7.0,5,4.0,2.0,3.0,2.0,,
12,"Blakey, John",3,1.0,3.0,6,2.0,,,1.0,,,,2.0,,1.0,,4.0,2,1.0,1.0,2.0,,,
22,"Burton, Matthew",4,2.0,2.0,6,1.0,1.0,22.0,,,2.0,2.0,,,,,2.0,4,,1.0,1.0,,,
45,"Cochrane, Stuart",1,,1.0,2,,,,4.0,,1.0,,,,,,,2,,,,,,
2,"Colbert, Leigh",3,3.0,8.0,11,,,,4.0,4.0,1.0,2.0,1.0,,1.0,,5.0,6,,,5.0,1.0,,
6,"Grant, Shannon",12,3.0,11.0,23,1.0,,,4.0,2.0,8.0,1.0,2.0,,1.0,,8.0,15,,,1.0,2.0,,
39,"Harding, Leigh",3,3.0,4.0,7,,,,2.0,,1.0,,,1.0,,,4.0,3,,,1.0,1.0,,
29,"Harvey, Brent",10,3.0,4.0,14,1.0,,,1.0,3.0,1.0,,2.0,,,,3.0,11,,1.0,1.0,2.0,,
34,"King, David",14,1.0,2.0,16,1.0,2.0,,2.0,2.0,2.0,3.0,2.0,1.0,1.0,,6.0,10,,,3.0,1.0,,
35,"Makepeace, Troy",6,3.0,5.0,11,,,,,4.0,,3.0,2.0,1.0,1.0,,8.0,4,1.0,,1.0,,,
4,"Martyn, Mick",3,1.0,2.0,5,,,1.0,,1.0,,,,1.0,,,1.0,4,,,5.0,,,
5,"McCartney, Jason",3,1.0,,3,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,2,,,1.0,,,
32,"Morrell, Digby",3,1.0,4.0,7,,,2.0,4.0,,4.0,1.0,2.0,1.0,,,5.0,1,,,3.0,,,
28,"Pickett, Byron",8,5.0,,8,3.0,2.0,,2.0,,1.0,,3.0,,1.0,,2.0,7,2.0,5.0,1.0,2.0,,
17,"Porter, Mark",9,5.0,3.0,12,1.0,2.0,21.0,3.0,1.0,,2.0,1.0,2.0,,,7.0,5,2.0,3.0,3.0,,,
3,"Rawlings, Brady",10,3.0,2.0,12,1.0,1.0,,,3.0,3.0,1.0,1.0,,,,3.0,9,,1.0,,2.0,,
30,"Robbins, Ben",13,3.0,12.0,25,,,,7.0,3.0,10.0,5.0,4.0,,3.0,,12.0,13,,,3.0,,,
26,"Rocca, Saverio",5,3.0,,5,3.0,1.0,2.0,2.0,,2.0,,,,,,3.0,1,2.0,2.0,1.0,,,
7,"Simpson, Adam",16,2.0,7.0,23,1.0,2.0,1.0,4.0,2.0,6.0,6.0,,3.0,,2.0,11.0,13,,,2.0,,,
9,"Sinclair, Jess",18,7.0,12.0,30,,,,8.0,8.0,3.0,4.0,2.0,,,3.0,17.0,12,2.0,,5.0,1.0,,
13,"Smith, Dylan",4,,6.0,10,,,,4.0,,1.0,6.0,1.0,,1.0,,6.0,4,,,4.0,,,
40,"Teague, David",5,2.0,4.0,9,,,,7.0,1.0,2.0,1.0,,1.0,,,5.0,4,1.0,,8.0,,,
Totals,Totals,162,59.0,95.0,257,17.0,12.0,49.0,63.0,36.0,50.0,37.0,26.0,11.0,11.0,5.0,120.0,137,15.0,16.0,54.0,14.0,,
Opposition,Opposition,153,72.0,134.0,287,15.0,5.0,25.0,49.0,25.0,54.0,29.0,37.0,11.0,11.0,1.0,119.0,176,16.0,14.0,48.0,7.0,,
