Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",19,3,2,21,1,,,1.0,,,,,3.0,,,,,,,,,,
10,"Ashcroft, Marcus",15,2,4,19,1,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
17,"Bartlett, Trent",4,2,1,5,,,1.0,,,,,,,1.0,,,,,,,,,
25,"Bews, Andrew",8,1,3,11,,,,1.0,,,,,1.0,,,,,,,,,,
1,"Champion, Richard",4,2,2,6,,,,1.0,,,,,,,,,,,,,,,
5,"Chapman, Nathan",4,1,2,6,,,,2.0,,,,,,1.0,,,,,,,,,
16,"Clarke, Matthew",4,1,5,9,,1.0,17.0,1.0,,,,,2.0,5.0,,,,,,,,,
14,"Dickfos, Danny",3,,4,7,,,,,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",18,6,12,30,1,2.0,,5.0,,,,,3.0,3.0,,,,,,,,,
32,"Hart, Shaun",15,5,9,24,3,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",5,1,4,9,,,,,,,,,,,,,,,,,,,
18,"Lambert, Craig",11,5,21,32,1,,,3.0,,,,,,1.0,2.0,,,,,,,,
44,"Lappin, Nigel",19,6,11,30,3,,,,,,,,,1.0,1.0,,,,,,,,
23,"Leppitsch, Justin",10,3,3,13,3,2.0,,2.0,,,,,,2.0,,,,,,,,,
42,"Lynch, Tristan",4,1,3,7,,,,,,,,,,1.0,,,,,,,,,
2,"McAdam, Gilbert",12,4,5,17,,,,2.0,,,,,,,,,,,,,,,
24,"Merrett, Roger",8,4,1,9,5,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,
22,"Scott, Chris",7,3,9,16,1,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
38,"Scott, Dion",3,,4,7,,1.0,3.0,,,,,,,2.0,,,,,,,,,
3,"Voss, Michael",20,5,8,28,2,1.0,,3.0,,,,,2.0,,3.0,,,,,,,,
33,"White, Darryl",11,4,7,18,3,1.0,,1.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,59,120,324,24,14.0,22.0,30.0,,,,,20.0,23.0,6.0,,,,,,,,
Opposition,Opposition,175,55,136,311,6,13.0,18.0,37.0,,,,,23.0,20.0,,,,,,,,,
