Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 328d,44 (21-1-22 48.86%),2 (0.05),←,
17,"Callaghan, Finn",19y 19d,5 (1-0-4 20.00%),2 (0.40),←,
3,"Coniglio, Stephen",28y 151d,165 (74-1-90 45.15%),91 (0.55),←,
13,"Cumming, Isaac",23y 277d,42 (19-1-22 46.43%),1 (0.02),←,
24,"de Boer, Matt",32y 66d,220 (123-5-92 57.05%),80 (0.36),82 (45-4-33 57.32%),32 (0.39)
4,"Greene, Toby",28y 232d,180 (82-2-96 46.11%),237 (1.32),←,
12,"Green, Tom",21y 112d,33 (14-1-18 43.94%),14 (0.42),←,
43,"Hamilton, Cooper",18y 233d,3 (1-0-2 33.33%),,←,
19,"Haynes, Nick",29y 362d,173 (83-4-86 49.13%),10 (0.06),←,
37,"Hill, Bobby",22y 95d,39 (16-1-22 42.31%),32 (0.82),←,
27,"Himmelberg, Harry",26y 7d,114 (64-2-48 57.02%),144 (1.26),←,
39,"Idun, Connor",21y 290d,35 (15-1-19 44.29%),,←,
25,"Keeffe, Lachlan",32y 31d,87 (46-0-41 52.87%),16 (0.18),47 (21-0-26 44.68%),9 (0.19)
22,"Kelly, Josh",27y 92d,164 (87-3-74 53.96%),102 (0.62),←,
40,"Kennedy, Adam",29y 307d,137 (55-1-81 40.51%),14 (0.10),←,
36,"Perryman, Harry",23y 147d,79 (38-1-40 48.73%),20 (0.25),←,
11,"Preuss, Braydon",26y 333d,24 (6-0-18 25.00%),10 (0.42),6 (2-0-4 33.33%),1 (0.17)
26,"Riccardi, Jake",22y 189d,19 (8-0-11 42.11%),13 (0.68),←,
18,"Stone, Conor",20y 23d,6 (3-0-3 50.00%),3 (0.50),←,
14,"Taranto, Tim",24y 107d,107 (58-2-47 55.14%),46 (0.43),←,
15,"Taylor, Sam",23y 10d,62 (35-0-27 56.45%),1 (0.02),←,
8,"Ward, Callan",32y 35d,257 (114-4-139 45.14%),129 (0.50),197 (82-4-111 42.64%),96 (0.49)
6,"Whitfield, Lachie",27y 301d,176 (85-4-87 49.43%),67 (0.38),←,
Totals,Totals,25y 115d,2171 (1048-34-1089 48.27%),1034 (0.48),,
C,"Cameron, Leon",49y 255d,193 (101-4-88 53.37%),,←,
