Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",9,8,11,20,,,33.0,1.0,2.0,3.0,4.0,,2.0,,3.0,6.0,13.0,1.0,,1.0,,,
29,"Beaumont, Simon",15,10,7,22,1,1.0,,3.0,,4.0,,2.0,1.0,3.0,,9.0,13.0,2.0,2.0,1.0,,,
21,"Bradley, Craig",23,1,3,26,,,,,6.0,3.0,2.0,,1.0,,,8.0,19.0,,,2.0,2.0,,
20,"Brown, Fraser",11,1,9,20,,,,1.0,,2.0,6.0,2.0,1.0,2.0,,9.0,13.0,,,1.0,1.0,,
16,"Camporeale, Scott",17,5,9,26,,1.0,,3.0,,6.0,4.0,,1.0,2.0,,10.0,18.0,1.0,,1.0,,,
34,"De Iulio, Ron",7,3,2,9,,,,1.0,2.0,1.0,,3.0,,1.0,,2.0,7.0,,,,,,
45,"Franchina, Anthony",6,3,1,7,,1.0,,1.0,2.0,2.0,,,,1.0,,2.0,6.0,,1.0,,,,
36,"Hamill, Aaron",15,7,1,16,5,,,,,7.0,2.0,1.0,3.0,1.0,,5.0,12.0,,2.0,,,,
9,"Hickmott, Adrian",1,1,1,2,,,,,,,,,,,,1.0,1.0,,,,,,
27,"Hulme, Darren",3,1,7,10,1,,,,1.0,1.0,1.0,2.0,,,,6.0,4.0,,1.0,,,,
43,"Koutoufides, Anthony",14,8,8,22,,,,2.0,8.0,,3.0,3.0,,,,14.0,8.0,4.0,,1.0,,,
12,"Lappin, Matthew",12,4,9,21,1,,1.0,1.0,,6.0,2.0,2.0,1.0,,,10.0,12.0,1.0,2.0,,,,
22,"Manton, Glenn",2,6,8,10,,,2.0,1.0,,,2.0,,,2.0,,3.0,7.0,2.0,,2.0,,,
5,"McKay, Andrew",8,6,6,14,,,,,2.0,1.0,,4.0,,,,4.0,10.0,1.0,,1.0,,,
18,"Murphy, Justin",16,7,10,26,1,,1.0,1.0,2.0,3.0,1.0,3.0,,1.0,,2.0,24.0,,,,,,
15,"Nelson, Ben",4,1,11,15,,,,2.0,3.0,,3.0,1.0,1.0,,,6.0,9.0,,,2.0,,,
19,"Pearce, Brad",4,3,1,5,2,1.0,,,,1.0,,,,1.0,,2.0,3.0,,2.0,1.0,,,
7,"Ratten, Brett",14,6,14,28,1,1.0,,2.0,1.0,1.0,11.0,1.0,,1.0,2.0,11.0,22.0,,1.0,1.0,,,
23,"Rice, Dean",3,,,3,,1.0,,,,1.0,,1.0,,1.0,,1.0,2.0,,,1.0,,,
1,"Silvagni, Stephen",9,6,4,13,,,,2.0,6.0,,,1.0,1.0,2.0,,7.0,6.0,2.0,,1.0,1.0,,
30,"White, Adam",2,3,2,4,,,,,,2.0,,2.0,,,,1.0,3.0,,,,,,
8,"Whitnall, Lance",9,6,1,10,3,2.0,2.0,1.0,,2.0,,2.0,3.0,,,4.0,6.0,1.0,4.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,96,125,329,15,11.0,39.0,22.0,35.0,46.0,41.0,30.0,15.0,18.0,5.0,123.0,218.0,15.0,15.0,16.0,4.0,,
Opposition,Opposition,181,68,111,292,12,12.0,32.0,30.0,29.0,51.0,34.0,22.0,18.0,15.0,1.0,116.0,183.0,8.0,9.0,22.0,15.0,,
