Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bellchambers, Tom",5,9,8,13,,2.0,20.0,3.0,,,1.0,1.0,,,,4.0,10.0,2.0,2.0,1.0,,,81.0
22,"Carlisle, Jake",8,6,6,14,,,,2.0,2.0,1.0,,,,,,4.0,10.0,1.0,,5.0,,,94.0
12,"Crameri, Stewart",12,11,9,21,1,1.0,,,,5.0,1.0,2.0,1.0,,,11.0,10.0,3.0,2.0,,1.0,3.0,85.0
29,"Davey, Alwyn",10,2,6,16,2,2.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,6.0,8.0,,,1.0,,,81.0
15,"Dempsey, Courtenay",14,7,1,15,,,,5.0,5.0,1.0,,2.0,1.0,1.0,,2.0,12.0,,,1.0,,,85.0
2,"Dyson, Ricky",17,6,6,23,,1.0,,1.0,6.0,6.0,2.0,1.0,,,,4.0,15.0,,,,,2.0,83.0
31 ↓,"Fletcher, Dustin",14,4,2,16,,,,1.0,4.0,1.0,,3.0,2.0,,,5.0,8.0,,,6.0,,,69.0
34,"Hardingham, Kyle",7,3,2,9,,,,5.0,3.0,,,3.0,,,,2.0,7.0,,,11.0,1.0,,92.0
21,"Heppell, Dyson",9,3,9,18,,,,2.0,3.0,2.0,1.0,,,,,4.0,11.0,,,,1.0,1.0,91.0
39,"Hocking, Heath",3,,10,13,,,,3.0,,2.0,5.0,,,,,6.0,6.0,,,1.0,,,76.0
26,"Hooker, Cale",5,1,4,9,,,,,3.0,1.0,1.0,2.0,,1.0,,3.0,7.0,,,9.0,,,97.0
40,"Howlett, Ben",9,4,13,22,1,,,6.0,4.0,,1.0,3.0,,1.0,,8.0,15.0,,,1.0,,,86.0
18,"Hurley, Michael",13,6,5,18,,1.0,,,,5.0,,1.0,1.0,,,5.0,13.0,2.0,2.0,,,1.0,89.0
7,"Jetta, Leroy",8,3,7,15,2,1.0,,1.0,,6.0,2.0,1.0,,,,7.0,8.0,1.0,1.0,,,,85.0
14,"Lonergan, Sam",6,2,7,13,,,,10.0,2.0,3.0,4.0,3.0,1.0,3.0,,6.0,7.0,,,2.0,,,80.0
42 ↑,"Lovett-Murray, Nathan",5,1,1,6,1,1.0,1.0,3.0,,,2.0,3.0,,1.0,,3.0,3.0,,,,,,24.0
17,"Melksham, Jake",8,6,6,14,,,1.0,,,2.0,,3.0,,,,2.0,13.0,,,2.0,,,77.0
6,"Monfries, Angus",5,4,7,12,3,1.0,,2.0,,1.0,,1.0,1.0,1.0,,3.0,9.0,,2.0,2.0,,1.0,81.0
30,"Ryder, Paddy",7,7,7,14,4,,13.0,,,2.0,,2.0,,1.0,,7.0,7.0,2.0,3.0,2.0,,1.0,89.0
5,"Stanton, Brent",22,5,7,29,3,1.0,,2.0,5.0,3.0,5.0,1.0,2.0,,2.0,10.0,19.0,,1.0,2.0,1.0,,86.0
4,"Watson, Jobe",17,8,13,30,2,1.0,,4.0,,3.0,6.0,5.0,4.0,,1.0,12.0,19.0,1.0,3.0,,2.0,1.0,85.0
11,"Zaharakis, David",15,4,8,23,,,,3.0,7.0,2.0,4.0,1.0,2.0,,,10.0,13.0,,,,1.0,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,102,144,363,19,14.0,35.0,54.0,45.0,48.0,36.0,39.0,15.0,10.0,3.0,124.0,230.0,12.0,16.0,46.0,7.0,10.0,
Opposition,Opposition,210,104,160,370,15,19.0,33.0,64.0,23.0,66.0,30.0,42.0,10.0,15.0,3.0,129.0,236.0,15.0,11.0,46.0,8.0,11.0,
