Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",22y 82d,41 (20-1-20 50.00%),24 (0.59),←,
11,"Bandy, Daniel",26y 286d,127 (42-1-84 33.46%),110 (0.87),22 (9-1-12 43.18%),30 (1.36)
20,"Bowden, Patrick",21y 27d,6 (1-0-5 16.67%),1 (0.17),←,
17,"Brown, Nathan",24y 202d,115 (61-2-52 53.91%),150 (1.30),←,
16,"Croft, Matthew",29y 186d,168 (92-4-72 55.95%),55 (0.33),←,
14,"Darcy, Luke",27y 50d,155 (80-3-72 52.58%),115 (0.74),←,
28,"Dimattina, Paul",27y 282d,110 (60-1-49 55.00%),49 (0.45),←,
10,"Eagleton, Nathan",23y 294d,112 (55-3-54 50.45%),89 (0.79),56 (29-1-26 52.68%),44 (0.79)
4,"Garlick, Simon",27y 143d,154 (82-2-70 53.90%),117 (0.76),110 (58-2-50 53.64%),90 (0.82)
13,"Giansiracusa, Daniel",20y 173d,34 (14-1-19 42.65%),35 (1.03),←,
9,"Gilbee, Lindsay",21y 54d,25 (13-0-12 52.00%),9 (0.36),←,
3,"Grant, Chris",29y 261d,273 (142-5-126 52.93%),496 (1.82),←,
8,"Hahn, Mitch",21y 113d,29 (16-0-13 55.17%),3 (0.10),←,
33,"Hargrave, Ryan",21y 36d,19 (9-1-9 50.00%),4 (0.21),←,
22,"Harrison, Ben",27y 226d,118 (57-1-60 48.73%),48 (0.41),42 (19-1-22 46.43%),9 (0.21)
6,"Johnson, Brad",26y 44d,189 (96-4-89 51.85%),226 (1.20),←,
29,"McGuinness, Kieran",19y 54d,4 (1-1-2 37.50%),4 (1.00),←,
23,"McMahon, Jordan",19y 96d,19 (6-1-12 34.21%),13 (0.68),←,
2,"Murphy, Robert",20y 83d,38 (18-1-19 48.68%),8 (0.21),←,
15,"Power, Sam",19y 60d,6 (3-0-3 50.00%),3 (0.50),←,
5,"Smith, Rohan",29y 92d,213 (111-4-98 53.05%),204 (0.96),←,
21,"Wiggins, Patrick",21y 203d,5 (4-0-1 80.00%),,←,
Totals,Totals,23y 338d,1960 (983-36-941 50.15%),1763 (0.90),,
C,"Rohde, Peter",37y 285d,1 (1-0-0 100.00%),,←,
