Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",9,4,5,14,,,,4.0,,1.0,2.0,2.0,,,,5.0,8.0,,,,,,86.0
19,"Betts, Eddie",4,4,7,11,1,1.0,,1.0,,1.0,2.0,2.0,,,,4.0,7.0,1.0,2.0,1.0,,2.0,87.0
21,"Bootsma, Josh",8,4,9,17,,,,6.0,1.0,,3.0,2.0,1.0,,,9.0,7.0,1.0,,8.0,,,89.0
18,"Bower, Paul",7,5,4,11,,,,4.0,2.0,2.0,,5.0,1.0,4.0,,4.0,7.0,1.0,,5.0,,,92.0
16 ↑,"Collins, Andrew",4,3,3,7,,1.0,,3.0,,,1.0,3.0,,1.0,,4.0,4.0,,1.0,1.0,,,35.0
35 ↓,"Curnow, Ed",5,1,3,8,,,,3.0,,1.0,2.0,3.0,,1.0,,5.0,4.0,,,2.0,,,49.0
46,"Ellard, David",18,5,9,27,,1.0,,6.0,5.0,2.0,6.0,3.0,,1.0,,12.0,15.0,,,3.0,,,78.0
38,"Garlett, Jeff",6,2,1,7,1,,,5.0,2.0,1.0,,1.0,1.0,,,3.0,4.0,,1.0,,4.0,,70.0
4,"Gibbs, Bryce",13,2,6,19,1,,,3.0,3.0,1.0,2.0,3.0,,,,8.0,9.0,,,2.0,,,94.0
22,"Hampson, Shaun",7,4,2,9,1,,14.0,1.0,1.0,2.0,,5.0,,1.0,,7.0,3.0,3.0,1.0,6.0,,,85.0
40,"Jamison, Michael",2,2,6,8,,,,3.0,2.0,,,1.0,2.0,1.0,,3.0,6.0,,,6.0,,,98.0
45,"Joseph, Aaron",6,1,6,12,,,,4.0,,2.0,1.0,3.0,,2.0,,6.0,6.0,,,2.0,,,74.0
5,"Judd, Chris",12,1,11,23,,,,1.0,3.0,4.0,6.0,1.0,2.0,,,15.0,7.0,,,1.0,,1.0,87.0
14,"McLean, Brock",11,4,10,21,1,,,6.0,2.0,2.0,1.0,4.0,,2.0,,11.0,9.0,,,2.0,,,87.0
12,"Robinson, Mitch",9,3,10,19,,,,7.0,,4.0,1.0,2.0,,,,7.0,13.0,,,3.0,,1.0,86.0
29,"Scotland, Heath",14,3,10,24,,,,4.0,4.0,4.0,7.0,6.0,1.0,1.0,,13.0,10.0,,,2.0,2.0,,87.0
6,"Simpson, Kade",11,1,3,14,,1.0,,2.0,1.0,2.0,1.0,,1.0,,,8.0,5.0,,,1.0,,,89.0
42,"Tuohy, Zach",10,5,4,14,,,,2.0,3.0,3.0,,1.0,,,,1.0,12.0,,,5.0,,,86.0
1,"Walker, Andrew",8,,8,16,1,1.0,,10.0,,1.0,2.0,5.0,2.0,1.0,,9.0,7.0,,,1.0,,,91.0
11,"Warnock, Robert",3,,2,5,,,42.0,2.0,,2.0,2.0,1.0,,,,6.0,,,,4.0,,,79.0
10,"Watson, Matthew",12,7,2,14,,,,1.0,4.0,3.0,1.0,2.0,,,,5.0,9.0,,,9.0,,,95.0
13,"Yarran, Chris",8,3,2,10,,,,2.0,2.0,3.0,,4.0,,1.0,,5.0,5.0,,,2.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,64,123,310,6,9.0,56.0,80.0,35.0,41.0,40.0,59.0,11.0,16.0,,150.0,157.0,6.0,5.0,66.0,6.0,4.0,
Opposition,Opposition,223,79,132,355,14,15.0,41.0,82.0,32.0,61.0,52.0,43.0,16.0,11.0,6.0,161.0,181.0,12.0,6.0,53.0,3.0,6.0,
