Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
34,"Bewley, Brett",24y 48d,2 (2-0-0 100.00%),,←,
19,"Blakely, Connor",23y 91d,49 (19-0-30 38.78%),2 (0.04),←,
8,"Brayshaw, Andrew",19y 205d,28 (12-0-16 42.86%),7 (0.25),←,
5,"Cerra, Adam",19y 237d,32 (14-0-18 43.75%),9 (0.28),←,
6,"Conca, Reece",26y 293d,115 (64-1-50 56.09%),23 (0.20),11 (6-0-5 54.55%),
36,"Cox, Brennan",20y 292d,31 (10-0-21 32.26%),24 (0.77),←,
44,"Duman, Taylin",21y 44d,16 (7-0-9 43.75%),,←,
7,"Fyfe, Nat",27y 256d,163 (91-1-71 56.13%),138 (0.85),←,
21,"Hamling, Joel",26y 53d,74 (37-0-37 50.00%),,51 (21-0-30 41.18%),
9,"Hill, Bradley",25y 327d,138 (91-0-47 65.94%),78 (0.57),43 (17-0-26 39.53%),20 (0.47)
11,"Hogan, Jesse",24y 109d,81 (37-0-44 45.68%),162 (2.00),10 (5-0-5 50.00%),10 (1.00)
15,"Hughes, Ethan",24y 176d,40 (15-0-25 37.50%),4 (0.10),←,
26,"Langdon, Ed",23y 120d,57 (22-0-35 38.60%),26 (0.46),←,
37,"Lobb, Rory",26y 112d,85 (48-2-35 57.65%),72 (0.85),11 (6-0-5 54.55%),8 (0.73)
3,"Matera, Brandon",27y 82d,128 (43-1-84 33.98%),155 (1.21),27 (12-0-15 44.44%),31 (1.15)
16,"Mundy, David",33y 316d,305 (157-1-147 51.64%),134 (0.44),←,
25,"Pearce, Alex",23y 357d,53 (22-0-31 41.51%),3 (0.06),←,
38,"Ryan, Luke",23y 115d,42 (16-0-26 38.10%),3 (0.07),←,
39,"Switkowski, Sam",22y 193d,10 (5-0-5 50.00%),4 (0.40),←,
18,"Tucker, Darcy",22y 129d,59 (19-0-40 32.20%),24 (0.41),←,
10,"Walters, Michael",28y 145d,140 (72-1-67 51.79%),240 (1.71),←,
14,"Wilson, Nathan",26y 145d,109 (53-2-54 49.54%),17 (0.16),32 (13-0-19 40.63%),1 (0.03)
Totals,Totals,24y 225d,1757 (856-9-892 48.72%),1125 (0.64),,
C,"Lyon, Ross",52y 205d,295 (169-5-121 58.14%),,174 (93-1-80 53.74%),
